Date,Time,Open,High,Low,Close,Volume
2019/12/13,08:46:00,11977,11988,11972,11986,3002
2019/12/13,08:47:00,11988,11995,11985,11995,1522
2019/12/13,08:48:00,11995,11999,11994,11999,811
2019/12/13,08:49:00,11998,12005,11997,12005,1095
2019/12/13,08:50:00,12003,12007,11995,11998,1216
2019/12/13,08:51:00,11996,12000,11994,11997,616
2019/12/13,08:52:00,11997,11998,11993,11995,497
2019/12/13,08:53:00,11996,11998,11994,11997,206
2019/12/13,08:54:00,11997,12000,11996,11999,358
2019/12/13,08:55:00,11998,12000,11997,11999,203
2019/12/13,08:56:00,11999,12000,11993,11995,391
2019/12/13,08:57:00,11994,11995,11992,11992,299
2019/12/13,08:58:00,11992,11993,11987,11990,559
2019/12/13,08:59:00,11990,11990,11984,11987,543
2019/12/13,09:00:00,11987,11991,11985,11991,320
2019/12/13,09:01:00,11989,11989,11973,11987,1552
2019/12/13,09:02:00,11988,11997,11987,11993,1009
2019/12/13,09:03:00,11993,11999,11987,11990,1022
2019/12/13,09:04:00,11990,11993,11985,11992,613
2019/12/13,09:05:00,11992,11997,11990,11996,523
2019/12/13,09:06:00,11997,11998,11993,11995,658
2019/12/13,09:07:00,11994,11997,11990,11991,463
2019/12/13,09:08:00,11991,11995,11989,11992,324
2019/12/13,09:09:00,11992,11993,11978,11980,798
2019/12/13,09:10:00,11978,11983,11975,11982,952
2019/12/13,09:11:00,11981,11985,11977,11977,569
2019/12/13,09:12:00,11977,11978,11957,11958,1758
2019/12/13,09:13:00,11957,11966,11955,11966,1238
2019/12/13,09:14:00,11965,11967,11956,11960,621
2019/12/13,09:15:00,11961,11977,11960,11976,1063
2019/12/13,09:16:00,11976,11979,11969,11969,865
2019/12/13,09:17:00,11969,11971,11961,11963,688
2019/12/13,09:18:00,11963,11968,11962,11966,396
2019/12/13,09:19:00,11966,11967,11953,11959,811
2019/12/13,09:20:00,11959,11961,11953,11959,513
2019/12/13,09:21:00,11958,11965,11956,11963,487
2019/12/13,09:22:00,11962,11963,11957,11960,453
2019/12/13,09:23:00,11960,11960,11954,11959,412
2019/12/13,09:24:00,11958,11965,11958,11960,364
2019/12/13,09:25:00,11960,11971,11960,11970,583
2019/12/13,09:26:00,11969,11977,11966,11974,589
2019/12/13,09:27:00,11975,11979,11970,11979,585
2019/12/13,09:28:00,11979,11990,11978,11990,946
2019/12/13,09:29:00,11990,11991,11982,11983,691
2019/12/13,09:30:00,11983,11988,11981,11983,413
2019/12/13,09:31:00,11983,11989,11983,11985,455
2019/12/13,09:32:00,11985,11986,11973,11977,752
2019/12/13,09:33:00,11976,11977,11968,11971,713
2019/12/13,09:34:00,11971,11975,11963,11965,971
2019/12/13,09:35:00,11964,11967,11960,11962,511
2019/12/13,09:36:00,11961,11965,11961,11962,310
2019/12/13,09:37:00,11961,11967,11960,11966,355
2019/12/13,09:38:00,11966,11967,11957,11957,421
2019/12/13,09:39:00,11957,11960,11953,11953,705
