Date,Time,Open,High,Low,Close,Volume
2005/06/23,08:50:00,7287,7301,7287,7301,801
2005/06/23,08:55:00,7301,7318,7300,7315,1185
2005/06/23,09:00:00,7315,7318,7303,7305,1045
2005/06/23,09:05:00,7302,7310,7299,7305,1399
2005/06/23,09:10:00,7305,7315,7305,7312,1086
2005/06/23,09:15:00,7312,7316,7302,7304,1035
2005/06/23,09:20:00,7304,7305,7291,7295,1021
2005/06/23,09:25:00,7295,7299,7290,7299,824
2005/06/23,09:30:00,7298,7302,7295,7297,677
2005/06/23,09:35:00,7297,7298,7290,7291,462
2005/06/23,09:40:00,7292,7297,7291,7296,404
2005/06/23,09:45:00,7296,7299,7291,7299,431
2005/06/23,09:50:00,7299,7299,7294,7295,261
2005/06/23,09:55:00,7295,7300,7294,7300,308
2005/06/23,10:00:00,7300,7300,7296,7299,389
2005/06/23,10:05:00,7299,7309,7298,7308,446
2005/06/23,10:10:00,7308,7310,7305,7308,362
2005/06/23,10:15:00,7308,7311,7307,7307,336
2005/06/23,10:20:00,7307,7309,7303,7305,413
2005/06/23,10:25:00,7305,7312,7305,7312,518
2005/06/23,10:30:00,7312,7312,7306,7306,394
2005/06/23,10:35:00,7306,7307,7304,7307,221
2005/06/23,10:40:00,7306,7307,7298,7299,493
2005/06/23,10:45:00,7299,7300,7292,7293,328
2005/06/23,10:50:00,7292,7297,7291,7294,348
2005/06/23,10:55:00,7294,7298,7293,7298,221
2005/06/23,11:00:00,7298,7301,7298,7299,323
2005/06/23,11:05:00,7299,7300,7297,7300,122
2005/06/23,11:10:00,7300,7301,7298,7299,138
2005/06/23,11:15:00,7299,7301,7298,7300,90
2005/06/23,11:20:00,7300,7300,7296,7296,114
2005/06/23,11:25:00,7297,7305,7296,7305,365
2005/06/23,11:30:00,7304,7307,7303,7304,292
2005/06/23,11:35:00,7304,7304,7300,7301,125
2005/06/23,11:40:00,7300,7304,7296,7303,193
2005/06/23,11:45:00,7302,7303,7301,7302,89
2005/06/23,11:50:00,7302,7303,7301,7302,131
2005/06/23,11:55:00,7303,7307,7301,7307,190
2005/06/23,12:00:00,7306,7307,7302,7303,146
2005/06/23,12:05:00,7303,7305,7302,7305,239
2005/06/23,12:10:00,7306,7308,7305,7308,312
2005/06/23,12:15:00,7308,7310,7306,7307,212
2005/06/23,12:20:00,7307,7308,7306,7308,129
2005/06/23,12:25:00,7307,7308,7301,7302,301
2005/06/23,12:30:00,7302,7304,7301,7302,120
2005/06/23,12:35:00,7303,7303,7301,7301,126
2005/06/23,12:40:00,7301,7301,7295,7298,383
2005/06/23,12:45:00,7298,7300,7293,7294,297
2005/06/23,12:50:00,7294,7295,7290,7292,542
2005/06/23,12:55:00,7292,7296,7291,7295,364
2005/06/23,13:00:00,7295,7297,7294,7296,244
2005/06/23,13:05:00,7296,7298,7295,7295,269
2005/06/23,13:10:00,7295,7296,7292,7294,172
2005/06/23,13:15:00,7294,7295,7292,7295,292
2005/06/23,13:20:00,7294,7296,7293,7296,134
2005/06/23,13:25:00,7296,7298,7293,7298,318
2005/06/23,13:30:00,7298,7302,7298,7301,229
2005/06/23,13:35:00,7301,7306,7297,7306,384
2005/06/23,13:40:00,7304,7308,7304,7308,972
2005/06/23,13:45:00,7308,7312,7308,7312,825
