Date,Time,Open,High,Low,Close,Volume
2021/02/24,08:46:00,16300,16305,16281,16293,1874
2021/02/24,08:47:00,16292,16298,16288,16289,617
2021/02/24,08:48:00,16291,16293,16283,16283,341
2021/02/24,08:49:00,16284,16292,16281,16290,210
2021/02/24,08:50:00,16291,16302,16291,16298,306
2021/02/24,08:51:00,16299,16300,16288,16289,286
2021/02/24,08:52:00,16290,16294,16287,16288,203
2021/02/24,08:53:00,16289,16309,16288,16304,609
2021/02/24,08:54:00,16305,16310,16300,16307,411
2021/02/24,08:55:00,16307,16312,16305,16310,241
2021/02/24,08:56:00,16310,16311,16296,16301,315
2021/02/24,08:57:00,16303,16306,16298,16300,204
2021/02/24,08:58:00,16301,16303,16292,16294,272
2021/02/24,08:59:00,16294,16295,16288,16294,239
2021/02/24,09:00:00,16295,16300,16283,16288,346
2021/02/24,09:01:00,16289,16318,16285,16318,1117
2021/02/24,09:02:00,16317,16329,16311,16329,1141
2021/02/24,09:03:00,16329,16334,16325,16331,871
2021/02/24,09:04:00,16330,16331,16314,16325,879
2021/02/24,09:05:00,16326,16332,16320,16331,530
2021/02/24,09:06:00,16331,16337,16323,16337,607
2021/02/24,09:07:00,16337,16347,16332,16345,1043
2021/02/24,09:08:00,16344,16352,16342,16352,893
2021/02/24,09:09:00,16351,16358,16347,16357,671
2021/02/24,09:10:00,16356,16365,16346,16363,1248
2021/02/24,09:11:00,16363,16382,16363,16379,1614
2021/02/24,09:12:00,16378,16387,16370,16374,829
2021/02/24,09:13:00,16375,16381,16369,16378,654
2021/02/24,09:14:00,16378,16392,16378,16390,1115
2021/02/24,09:15:00,16391,16393,16379,16383,803
2021/02/24,09:16:00,16383,16387,16362,16363,1322
2021/02/24,09:17:00,16364,16380,16361,16377,735
2021/02/24,09:18:00,16379,16389,16375,16386,776
2021/02/24,09:19:00,16385,16396,16382,16394,1103
2021/02/24,09:20:00,16394,16404,16391,16397,999
2021/02/24,09:21:00,16395,16399,16389,16391,580
2021/02/24,09:22:00,16391,16408,16390,16399,845
