Date,Time,Open,High,Low,Close,Volume
2020/05/26,08:46:00,10896,10918,10895,10909,2265
2020/05/26,08:47:00,10909,10911,10904,10908,501
2020/05/26,08:48:00,10909,10912,10908,10912,413
2020/05/26,08:49:00,10911,10912,10906,10907,346
2020/05/26,08:50:00,10906,10917,10905,10917,652
2020/05/26,08:51:00,10917,10928,10916,10916,1042
2020/05/26,08:52:00,10917,10918,10913,10915,286
2020/05/26,08:53:00,10915,10922,10915,10917,335
2020/05/26,08:54:00,10916,10920,10915,10916,212
2020/05/26,08:55:00,10917,10921,10916,10920,272
2020/05/26,08:56:00,10921,10921,10916,10918,214
2020/05/26,08:57:00,10917,10919,10907,10907,402
2020/05/26,08:58:00,10910,10915,10906,10914,230
2020/05/26,08:59:00,10915,10918,10910,10914,333
2020/05/26,09:00:00,10914,10917,10910,10914,216
2020/05/26,09:01:00,10914,10918,10897,10912,1239
2020/05/26,09:02:00,10911,10915,10896,10898,908
2020/05/26,09:03:00,10899,10905,10891,10899,1033
2020/05/26,09:04:00,10899,10913,10895,10911,718
2020/05/26,09:05:00,10911,10924,10910,10918,1147
2020/05/26,09:06:00,10918,10947,10917,10942,3252
2020/05/26,09:07:00,10942,10950,10940,10946,1306
2020/05/26,09:08:00,10945,10947,10941,10942,525
2020/05/26,09:09:00,10943,10947,10938,10943,657
2020/05/26,09:10:00,10944,10957,10944,10951,1550
2020/05/26,09:11:00,10952,10969,10951,10963,1862
2020/05/26,09:12:00,10964,10974,10963,10969,1032
2020/05/26,09:13:00,10967,10978,10967,10975,1020
2020/05/26,09:14:00,10976,10984,10972,10980,1331
2020/05/26,09:15:00,10980,10983,10977,10979,758
2020/05/26,09:16:00,10981,10992,10978,10979,2046
2020/05/26,09:17:00,10979,10983,10971,10971,923
2020/05/26,09:18:00,10972,10977,10967,10969,853
2020/05/26,09:19:00,10969,10971,10963,10971,697
2020/05/26,09:20:00,10971,10981,10970,10978,646
2020/05/26,09:21:00,10978,10980,10971,10971,343
2020/05/26,09:22:00,10972,10976,10972,10975,289
2020/05/26,09:23:00,10975,10982,10975,10977,539
2020/05/26,09:24:00,10978,10985,10978,10984,572
2020/05/26,09:25:00,10984,10989,10976,10977,670
2020/05/26,09:26:00,10977,10987,10977,10983,494
2020/05/26,09:27:00,10984,10986,10978,10979,286
2020/05/26,09:28:00,10980,10984,10972,10977,444
2020/05/26,09:29:00,10976,10985,10972,10979,458
2020/05/26,09:30:00,10980,10996,10978,10995,1731
2020/05/26,09:31:00,10995,10997,10989,10991,978
2020/05/26,09:32:00,10989,10995,10989,10992,360
2020/05/26,09:33:00,10992,10999,10992,10999,729
2020/05/26,09:34:00,10999,11004,10994,11002,1412
2020/05/26,09:35:00,11002,11004,10997,10997,717
2020/05/26,09:36:00,10997,11005,10997,10999,696
2020/05/26,09:37:00,10999,11008,10999,11007,833
2020/05/26,09:38:00,11008,11015,11006,11014,1139
2020/05/26,09:39:00,11014,11016,11009,11015,567
2020/05/26,09:40:00,11015,11020,11009,11020,886
2020/05/26,09:41:00,11020,11021,11011,11014,598
2020/05/26,09:42:00,11013,11018,11011,11014,547
2020/05/26,09:43:00,11014,11015,11008,11012,446
2020/05/26,09:44:00,11012,11014,11008,11008,277
2020/05/26,09:45:00,11010,11012,11006,11012,518
2020/05/26,09:46:00,11012,11018,11010,11017,919
2020/05/26,09:47:00,11017,11020,11016,11019,519
2020/05/26,09:48:00,11019,11024,11015,11016,872
2020/05/26,09:49:00,11016,11019,11014,11017,343
2020/05/26,09:50:00,11016,11018,11010,11010,366
2020/05/26,09:51:00,11011,11014,11006,11006,401
2020/05/26,09:52:00,11006,11011,11004,11004,491
2020/05/26,09:53:00,11004,11005,10992,10995,909
2020/05/26,09:54:00,10995,10997,10992,10994,454
2020/05/26,09:55:00,10994,10995,10975,10978,1812
2020/05/26,09:56:00,10979,10986,10977,10984,847
2020/05/26,09:57:00,10983,10991,10983,10990,468
2020/05/26,09:58:00,10990,10996,10989,10995,563
2020/05/26,09:59:00,10995,10999,10994,10997,291
2020/05/26,10:00:00,10997,11002,10995,10997,476
2020/05/26,10:01:00,10997,11001,10996,10998,272
2020/05/26,10:02:00,10999,11001,10990,10994,341
2020/05/26,10:03:00,10994,10996,10990,10992,249
2020/05/26,10:04:00,10992,10995,10984,10985,364
2020/05/26,10:05:00,10986,10998,10982,10995,467
2020/05/26,10:06:00,10995,10998,10993,10995,258
2020/05/26,10:07:00,10996,11001,10995,10997,323
2020/05/26,10:08:00,10998,11000,10996,10999,138
2020/05/26,10:09:00,10999,11006,10999,11004,560
2020/05/26,10:10:00,11005,11011,11003,11007,607
2020/05/26,10:11:00,11006,11011,11006,11007,253
2020/05/26,10:12:00,11008,11009,11001,11001,251
2020/05/26,10:13:00,11001,11005,10997,10997,336
2020/05/26,10:14:00,10997,11005,10994,11001,326
2020/05/26,10:15:00,11001,11006,11000,11006,123
2020/05/26,10:16:00,11006,11012,11006,11009,380
2020/05/26,10:17:00,11010,11013,11009,11010,293
2020/05/26,10:18:00,11009,11012,11003,11008,235
2020/05/26,10:19:00,11008,11008,10996,10997,310
2020/05/26,10:20:00,10996,11002,10992,10994,476
2020/05/26,10:21:00,10994,11001,10994,10999,230
2020/05/26,10:22:00,11000,11004,10996,11003,159
2020/05/26,10:23:00,11004,11008,11002,11006,208
2020/05/26,10:24:00,11006,11008,11005,11006,117
2020/05/26,10:25:00,11005,11006,11000,11001,159
2020/05/26,10:26:00,11002,11012,11002,11010,367
2020/05/26,10:27:00,11012,11018,11012,11017,512
2020/05/26,10:28:00,11017,11019,11013,11015,332
2020/05/26,10:29:00,11015,11019,11015,11018,221
2020/05/26,10:30:00,11018,11026,11017,11025,958
2020/05/26,10:31:00,11025,11027,11021,11024,441
2020/05/26,10:32:00,11024,11026,11019,11019,466
2020/05/26,10:33:00,11019,11022,11016,11019,242
2020/05/26,10:34:00,11020,11021,11014,11014,262
2020/05/26,10:35:00,11015,11015,11010,11011,267
2020/05/26,10:36:00,11011,11013,11004,11004,396
2020/05/26,10:37:00,11004,11007,11002,11003,349
2020/05/26,10:38:00,11002,11002,10995,11000,517
2020/05/26,10:39:00,11000,11000,10993,10995,346
2020/05/26,10:40:00,10994,10998,10993,10996,246
2020/05/26,10:41:00,10996,11003,10995,11003,344
2020/05/26,10:42:00,11002,11009,11002,11003,340
2020/05/26,10:43:00,11002,11004,10996,10996,282
2020/05/26,10:44:00,10996,10997,10994,10996,185
2020/05/26,10:45:00,10995,10996,10980,10982,961
2020/05/26,10:46:00,10981,10993,10980,10993,658
2020/05/26,10:47:00,10993,10997,10988,10990,283
2020/05/26,10:48:00,10989,10992,10987,10989,249
2020/05/26,10:49:00,10988,10992,10986,10992,250
2020/05/26,10:50:00,10991,10993,10990,10993,135
2020/05/26,10:51:00,10992,10994,10990,10991,218
2020/05/26,10:52:00,10992,10993,10989,10992,174
2020/05/26,10:53:00,10992,10993,10990,10992,123
2020/05/26,10:54:00,10992,10997,10991,10997,188
2020/05/26,10:55:00,10997,11002,10996,11002,229
2020/05/26,10:56:00,11001,11003,11000,11001,163
2020/05/26,10:57:00,11001,11002,10997,10998,139
2020/05/26,10:58:00,10999,11000,10997,10998,73
2020/05/26,10:59:00,10997,10998,10993,10994,140
2020/05/26,11:00:00,10993,10996,10992,10995,81
2020/05/26,11:01:00,10995,10996,10991,10991,183
2020/05/26,11:02:00,10991,10992,10986,10987,220
2020/05/26,11:03:00,10987,11001,10986,10999,232
2020/05/26,11:04:00,10999,11003,10998,11002,194
2020/05/26,11:05:00,11003,11006,11001,11002,251
2020/05/26,11:06:00,11002,11007,11001,11006,195
2020/05/26,11:07:00,11007,11007,11002,11004,84
2020/05/26,11:08:00,11004,11005,11003,11004,52
2020/05/26,11:09:00,11004,11006,11002,11002,84
2020/05/26,11:10:00,11002,11002,11000,11002,83
2020/05/26,11:11:00,11002,11002,10998,11000,108
2020/05/26,11:12:00,10999,11000,10996,10997,67
2020/05/26,11:13:00,10998,10999,10997,10997,62
2020/05/26,11:14:00,10997,11000,10996,10999,62
2020/05/26,11:15:00,10999,10999,10994,10995,119
2020/05/26,11:16:00,10996,10999,10994,10997,95
2020/05/26,11:17:00,10996,10999,10996,10998,22
2020/05/26,11:18:00,10998,11000,10995,10995,79
2020/05/26,11:19:00,10994,10995,10988,10989,245
2020/05/26,11:20:00,10991,10992,10987,10991,231
2020/05/26,11:21:00,10990,10996,10990,10995,125
2020/05/26,11:22:00,10995,10998,10994,10994,104
2020/05/26,11:23:00,10994,10996,10991,10995,120
2020/05/26,11:24:00,10996,10998,10996,10998,61
2020/05/26,11:25:00,10998,10999,10995,10999,56
2020/05/26,11:26:00,10999,10999,10996,10998,72
2020/05/26,11:27:00,10998,11001,10996,11000,160
2020/05/26,11:28:00,10999,11002,10998,11002,112
2020/05/26,11:29:00,11002,11003,11001,11002,40
2020/05/26,11:30:00,11001,11004,11000,11001,186
2020/05/26,11:31:00,11001,11003,11000,11002,104
2020/05/26,11:32:00,11002,11003,10998,11000,89
2020/05/26,11:33:00,10999,11001,10999,11001,60
2020/05/26,11:34:00,11001,11002,11001,11002,37
2020/05/26,11:35:00,11001,11005,11001,11002,105
2020/05/26,11:36:00,11002,11002,10999,11002,125
2020/05/26,11:37:00,11002,11009,11002,11007,366
2020/05/26,11:38:00,11006,11008,11005,11007,102
2020/05/26,11:39:00,11006,11009,11005,11005,124
2020/05/26,11:40:00,11006,11009,11004,11009,135
2020/05/26,11:41:00,11008,11013,11008,11010,358
2020/05/26,11:42:00,11011,11013,11010,11010,117
2020/05/26,11:43:00,11011,11011,11007,11008,118
2020/05/26,11:44:00,11008,11009,11007,11008,39
2020/05/26,11:45:00,11007,11007,11006,11006,88
2020/05/26,11:46:00,11005,11009,11005,11008,113
2020/05/26,11:47:00,11009,11011,11007,11010,86
2020/05/26,11:48:00,11011,11012,11008,11009,106
2020/05/26,11:49:00,11008,11011,11007,11008,116
2020/05/26,11:50:00,11009,11010,11006,11007,102
2020/05/26,11:51:00,11007,11007,11005,11005,64
2020/05/26,11:52:00,11006,11008,11005,11007,111
2020/05/26,11:53:00,11007,11008,11006,11007,38
2020/05/26,11:54:00,11008,11010,11007,11008,278
2020/05/26,11:55:00,11008,11012,11008,11012,175
2020/05/26,11:56:00,11012,11014,11010,11014,355
2020/05/26,11:57:00,11014,11015,11010,11011,178
2020/05/26,11:58:00,11011,11013,11011,11013,54
2020/05/26,11:59:00,11013,11013,11011,11013,97
2020/05/26,12:00:00,11013,11014,11013,11014,150
2020/05/26,12:01:00,11014,11016,11012,11015,147
2020/05/26,12:02:00,11016,11017,11013,11013,150
2020/05/26,12:03:00,11014,11014,11010,11010,175
2020/05/26,12:04:00,11010,11012,11009,11009,179
2020/05/26,12:05:00,11009,11011,11007,11007,83
2020/05/26,12:06:00,11007,11010,11007,11008,92
2020/05/26,12:07:00,11008,11011,11008,11011,60
2020/05/26,12:08:00,11011,11011,11009,11009,85
2020/05/26,12:09:00,11010,11010,11007,11008,102
2020/05/26,12:10:00,11008,11011,11006,11010,133
2020/05/26,12:11:00,11009,11010,11007,11007,52
