Date,Time,Open,High,Low,Close,Volume
2019/12/16,08:50:00,11932,11942,11925,11938,3545
2019/12/16,08:55:00,11940,11942,11931,11938,1646
2019/12/16,09:00:00,11937,11944,11933,11939,1500
2019/12/16,09:05:00,11939,11941,11922,11934,3547
2019/12/16,09:10:00,11934,11941,11927,11934,1795
2019/12/16,09:15:00,11935,11949,11933,11943,2599
2019/12/16,09:20:00,11943,11948,11938,11948,1322
2019/12/16,09:25:00,11948,11948,11941,11946,973
2019/12/16,09:30:00,11945,11955,11942,11953,2028
2019/12/16,09:35:00,11953,11958,11949,11951,1899
2019/12/16,09:40:00,11950,11958,11945,11956,1996
2019/12/16,09:45:00,11958,11970,11956,11969,3384
2019/12/16,09:50:00,11969,11974,11966,11972,2455
2019/12/16,09:55:00,11971,11972,11963,11965,1118
2019/12/16,10:00:00,11965,11967,11952,11954,1742
2019/12/16,10:05:00,11954,11966,11954,11962,1354
2019/12/16,10:10:00,11962,11970,11961,11964,1172
2019/12/16,10:15:00,11964,11968,11962,11966,681
2019/12/16,10:20:00,11966,11970,11962,11962,872
2019/12/16,10:25:00,11962,11976,11957,11972,1796
2019/12/16,10:30:00,11971,11974,11967,11972,846
2019/12/16,10:35:00,11972,11974,11964,11966,900
2019/12/16,10:40:00,11966,11967,11941,11943,3473
2019/12/16,10:45:00,11943,11950,11937,11939,1893
2019/12/16,10:50:00,11939,11943,11935,11940,1435
2019/12/16,10:55:00,11940,11951,11940,11948,1041
2019/12/16,11:00:00,11948,11951,11943,11950,745
2019/12/16,11:05:00,11950,11957,11948,11956,1094
2019/12/16,11:10:00,11956,11965,11956,11962,1071
2019/12/16,11:15:00,11963,11968,11960,11966,1151
2019/12/16,11:20:00,11966,11966,11961,11963,507
2019/12/16,11:25:00,11965,11967,11964,11966,372
2019/12/16,11:30:00,11966,11968,11963,11963,472
2019/12/16,11:35:00,11963,11968,11963,11967,491
2019/12/16,11:40:00,11967,11967,11960,11963,454
2019/12/16,11:45:00,11962,11962,11957,11960,399
2019/12/16,11:50:00,11960,11965,11960,11964,251
2019/12/16,11:55:00,11965,11965,11962,11965,261
2019/12/16,12:00:00,11964,11964,11962,11962,220
2019/12/16,12:05:00,11962,11965,11960,11964,351
2019/12/16,12:10:00,11964,11964,11962,11963,148
2019/12/16,12:15:00,11962,11964,11957,11960,600
2019/12/16,12:20:00,11960,11962,11959,11962,207
2019/12/16,12:25:00,11963,11970,11963,11970,717
2019/12/16,12:30:00,11970,11974,11966,11973,685
2019/12/16,12:35:00,11973,11974,11970,11971,387
2019/12/16,12:40:00,11971,11974,11969,11972,392
2019/12/16,12:45:00,11971,11974,11970,11970,241
2019/12/16,12:50:00,11969,11973,11966,11971,503
2019/12/16,12:55:00,11973,11973,11968,11968,249
2019/12/16,13:00:00,11969,11970,11967,11967,234
2019/12/16,13:05:00,11967,11970,11963,11964,564
2019/12/16,13:10:00,11964,11965,11954,11956,1011
2019/12/16,13:15:00,11955,11963,11955,11961,513
2019/12/16,13:20:00,11961,11967,11960,11965,473
2019/12/16,13:25:00,11965,11965,11958,11959,597
2019/12/16,13:30:00,11960,11960,11949,11950,1843
2019/12/16,13:35:00,11949,11953,11944,11944,1729
2019/12/16,13:40:00,11945,11946,11942,11944,908
2019/12/16,13:45:00,11945,11962,11944,11961,2881
