Date,Time,Open,High,Low,Close,Volume
2019/12/13,08:50:00,11977,12007,11972,11998,7646
2019/12/13,08:55:00,11996,12000,11993,11999,1880
2019/12/13,09:00:00,11999,12000,11984,11991,2112
2019/12/13,09:05:00,11989,11999,11973,11996,4719
2019/12/13,09:10:00,11997,11998,11975,11982,3195
2019/12/13,09:15:00,11981,11985,11955,11976,5249
2019/12/13,09:20:00,11976,11979,11953,11959,3273
2019/12/13,09:25:00,11958,11971,11954,11970,2299
2019/12/13,09:30:00,11969,11991,11966,11983,3224
2019/12/13,09:35:00,11983,11989,11960,11962,3402
2019/12/13,09:40:00,11961,11967,11951,11953,2656
2019/12/13,09:45:00,11954,11964,11944,11944,2491
2019/12/13,09:50:00,11945,11968,11943,11966,2914
2019/12/13,09:55:00,11966,11973,11955,11958,2333
2019/12/13,10:00:00,11957,11959,11945,11952,2334
2019/12/13,10:05:00,11952,11956,11934,11936,2960
2019/12/13,10:10:00,11937,11945,11928,11929,2776
2019/12/13,10:15:00,11929,11936,11923,11927,2810
2019/12/13,10:20:00,11927,11941,11926,11937,2002
2019/12/13,10:25:00,11937,11938,11929,11931,1455
2019/12/13,10:30:00,11931,11936,11917,11923,2260
2019/12/13,10:35:00,11923,11941,11920,11941,2019
2019/12/13,10:40:00,11942,11952,11938,11950,2391
2019/12/13,10:45:00,11950,11950,11942,11942,1288
2019/12/13,10:50:00,11942,11951,11942,11949,965
2019/12/13,10:55:00,11948,11958,11945,11954,1533
2019/12/13,11:00:00,11955,11964,11952,11961,1983
2019/12/13,11:05:00,11962,11968,11956,11963,1887
2019/12/13,11:10:00,11962,11973,11961,11972,1619
2019/12/13,11:15:00,11973,11973,11956,11957,1754
2019/12/13,11:20:00,11958,11959,11953,11958,985
2019/12/13,11:25:00,11959,11959,11954,11954,669
2019/12/13,11:30:00,11955,11964,11954,11960,858
2019/12/13,11:35:00,11960,11962,11950,11952,820
2019/12/13,11:40:00,11952,11952,11945,11950,1111
2019/12/13,11:45:00,11950,11952,11948,11950,478
2019/12/13,11:50:00,11949,11955,11948,11950,690
2019/12/13,11:55:00,11949,11953,11947,11947,464
2019/12/13,12:00:00,11947,11952,11946,11949,599
2019/12/13,12:05:00,11949,11952,11943,11951,722
2019/12/13,12:10:00,11951,11953,11947,11948,550
2019/12/13,12:15:00,11948,11950,11944,11945,530
2019/12/13,12:20:00,11945,11949,11944,11949,344
2019/12/13,12:25:00,11949,11950,11945,11945,297
2019/12/13,12:30:00,11945,11955,11945,11955,717
2019/12/13,12:35:00,11955,11961,11955,11961,954
2019/12/13,12:40:00,11961,11961,11956,11958,563
2019/12/13,12:45:00,11957,11961,11955,11957,560
2019/12/13,12:50:00,11956,11960,11956,11960,318
2019/12/13,12:55:00,11960,11962,11956,11958,544
2019/12/13,13:00:00,11958,11963,11958,11961,373
2019/12/13,13:05:00,11961,11967,11956,11964,1220
2019/12/13,13:10:00,11963,11964,11945,11945,1330
2019/12/13,13:15:00,11946,11951,11944,11946,1559
2019/12/13,13:20:00,11946,11952,11946,11949,684
2019/12/13,13:25:00,11950,11959,11949,11959,973
2019/12/13,13:30:00,11959,11962,11934,11942,3703
2019/12/13,13:35:00,11941,11948,11937,11947,1823
2019/12/13,13:40:00,11947,11954,11947,11949,1731
2019/12/13,13:45:00,11950,11968,11948,11965,2867
