Date,Time,Open,High,Low,Close,Volume
2011/09/16,08:46:00,11374,11387,11369,11378,2572
2011/09/16,08:47:00,11378,11382,11371,11371,750
2011/09/16,08:48:00,11371,11374,11367,11373,773
2011/09/16,08:49:00,11373,11379,11372,11376,638
2011/09/16,08:50:00,11377,11382,11376,11380,576
2011/09/16,08:51:00,11379,11387,11379,11386,803
2011/09/16,08:52:00,11387,11387,11380,11381,589
2011/09/16,08:53:00,11381,11385,11380,11385,302
2011/09/16,08:54:00,11384,11385,11381,11381,306
2011/09/16,08:55:00,11381,11383,11379,11382,364
2011/09/16,08:56:00,11382,11384,11380,11382,222
2011/09/16,08:57:00,11382,11383,11378,11380,511
2011/09/16,08:58:00,11381,11382,11380,11381,194
2011/09/16,08:59:00,11382,11383,11380,11380,222
2011/09/16,09:00:00,11382,11383,11380,11381,135
2011/09/16,09:01:00,11383,11384,11372,11374,734
2011/09/16,09:02:00,11374,11380,11373,11377,416
2011/09/16,09:03:00,11378,11382,11376,11379,347
2011/09/16,09:04:00,11379,11391,11379,11390,1178
2011/09/16,09:05:00,11392,11405,11390,11403,1565
2011/09/16,09:06:00,11403,11410,11400,11403,1615
2011/09/16,09:07:00,11403,11405,11399,11402,900
2011/09/16,09:08:00,11401,11403,11390,11393,624
2011/09/16,09:09:00,11391,11408,11391,11404,822
2011/09/16,09:10:00,11404,11412,11401,11409,1013
2011/09/16,09:11:00,11410,11410,11400,11404,674
2011/09/16,09:12:00,11405,11418,11405,11416,1257
2011/09/16,09:13:00,11416,11420,11411,11413,954
2011/09/16,09:14:00,11413,11414,11405,11412,575
2011/09/16,09:15:00,11413,11415,11408,11413,532
2011/09/16,09:16:00,11413,11444,11413,11434,3846
2011/09/16,09:17:00,11434,11444,11433,11441,1184
2011/09/16,09:18:00,11440,11448,11439,11446,1243
2011/09/16,09:19:00,11446,11452,11436,11438,1339
2011/09/16,09:20:00,11437,11446,11437,11444,654
2011/09/16,09:21:00,11444,11445,11435,11438,898
2011/09/16,09:22:00,11439,11440,11431,11432,757
2011/09/16,09:23:00,11433,11435,11428,11432,648
2011/09/16,09:24:00,11432,11439,11431,11435,455
