date,base_max,base_min,break_max,break_min,break_direction,break_time,break_key_point,pre_enter_direction,pre_enter_time,pre_enter,enter_direction,enter_time,enter_point,bonus,bonus_time,max_bonus,max_bonus_time,max_lose,max_lose_time
2020/08/03,12549,12512,12565,12522,up,09:10:00,12537.0,up,09:10:00,12562,up,09:10:00,12562,-14,09:11:00,5,09:31:00,157,12:17:00
2020/08/04,12530,12498,12548,12505,up,09:05:00,12520.0,up,09:05:00,12543,up,09:05:00,12543,-14,09:16:00,89,13:45:00,54,09:27:00
2020/08/05,12711,12686,12706,12675,down,09:35:00,12695.0,down,09:44:00,12673,down,09:37:00,12695.0,32,09:47:00,52.0,10:05:00,51.0,13:45:00
2020/08/06,12868,12844,12876,12861,up,09:00:00,12866.0,up,09:20:00,12881,up,09:02:00,12866.0,-22,09:13:00,59.0,09:41:00,113.0,10:14:00
2020/08/07,12866,12840,12845,12830,down,09:00:00,12840.0,down,09:04:00,12813,down,09:02:00,12840.0,0,09:03:00,134.0,10:35:00,3.0,09:03:00
2020/08/10,12782,12752,12759,12734,down,09:00:00,12750.0,down,08:59:00,12739,down,08:59:00,12739,-20,09:06:00,19,09:02:00,166,10:32:00
2020/08/11,12830,12802,12829,12789,down,09:05:00,12815.0,down,09:05:00,12789,down,09:05:00,12789,-14,09:05:00,62,13:44:00,85,10:13:00
2020/08/12,12701,12662,12676,12644,down,09:20:00,12665.0,down,09:24:00,12623,,,,,,,,,
2020/08/13,12836,12810,12825,12803,down,09:00:00,12817.0,down,09:04:00,12771,,,,,,,,,
2020/08/14,12697,12673,12683,12653,down,09:00:00,12673.0,down,09:00:00,12660,down,09:00:00,12660,-20,09:14:00,14,09:08:00,130,13:44:00
2020/08/17,12822,12771,12834,12788,up,09:20:00,12804.0,up,09:25:00,12835,,,,,,,,,
2020/08/18,12998,12977,12995,12970,down,09:00:00,12986.0,down,09:04:00,12923,,,,,,,,,
2020/08/19,12907,12882,12923,12891,up,09:00:00,12902.0,up,09:00:00,12920,up,09:00:00,12920,0,09:18:00,35,09:16:00,140,12:52:00
2020/08/20,12709,12661,12678,12643,down,09:15:00,12666.0,down,09:15:00,12648,down,09:15:00,12648,-14,09:15:00,581,10:45:00,28,09:15:00
2020/08/21,12475,12438,12499,12473,up,09:00:00,12482.0,up,08:59:00,12491,up,08:59:00,12491,0,09:10:00,107,12:34:00,68,09:50:00
2020/08/24,12610,12566,12585,12503,down,09:05:00,12557.0,down,09:04:00,12531,down,09:04:00,12531,0,09:05:00,28,09:04:00,122,09:41:00
2020/08/25,12680,12644,12688,12650,up,09:05:00,12663.0,up,09:19:00,12693,up,09:06:00,12663.0,0,09:07:00,132.0,10:06:00,20.0,09:12:00
2020/08/26,12743,12710,12742,12681,down,09:20:00,12721.0,down,09:19:00,12697,down,09:19:00,12697,-14,09:19:00,16,09:20:00,102,13:45:00
2020/08/27,12860,12831,12870,12855,up,09:00:00,12860.0,up,09:04:00,12896,up,09:34:00,12860.0,0,09:34:00,40.0,09:34:00,125.0,11:09:00
2020/08/28,12740,12689,12728,12666,down,09:10:00,12707.0,down,09:09:00,12676,down,09:09:00,12676,-14,09:10:00,42,12:50:00,106,10:10:00
