date,base_max,base_min,break_max,break_min,break_direction,break_time,break_key_point,pre_enter_direction,pre_enter_time,pre_enter,enter_direction,enter_time,enter_point,bonus,bonus_time,max_bonus,max_bonus_time,max_lose,max_lose_time
2020/11/02,12509,12471,12516,12491,up,09:15:00,12500.0,down,09:29:00,12457,up,09:17:00,12500.0,-25,09:21:00,31.0,13:36:00,98.0,10:26:00
2020/11/03,12640,12611,12644,12629,up,09:50:00,12634.0,up,09:54:00,12653,,,,,,,,,
2020/11/04,12778,12735,12748,12689,down,09:00:00,12728.0,down,08:59:00,12717,down,08:59:00,12717,0,09:05:00,55,09:30:00,162,11:46:00
2020/11/05,12928,12873,12896,12856,down,09:05:00,12882.0,down,09:05:00,12860,down,09:05:00,12860,-25,09:21:00,39,10:43:00,40,09:47:00
2020/11/06,12955,12930,12952,12914,down,09:05:00,12939.0,down,09:04:00,12917,down,09:04:00,12917,-25,09:15:00,21,12:01:00,74,11:02:00
2020/11/09,13132,13068,13147,13109,up,09:05:00,13122.0,up,09:05:00,13145,up,09:05:00,13145,-25,09:05:00,30,09:34:00,99,10:48:00
2020/11/10,13149,13105,13115,13094,down,10:55:00,13108.0,down,09:09:00,13091,down,09:09:00,13091,-25,09:11:00,81,12:17:00,63,10:11:00
2020/11/11,13109,13092,13110,13083,down,09:00:00,13101.0,up,09:10:00,13122,down,09:02:00,13101.0,-24,09:11:00,11.0,09:02:00,180.0,13:32:00
2020/11/12,13291,13262,13298,13274,up,09:00:00,13282.0,down,09:05:00,13249,up,09:01:00,13282.0,0,09:02:00,23.0,09:25:00,89.0,12:38:00
2020/11/13,13233,13214,13235,13217,up,09:15:00,13223.0,down,09:35:00,13201,up,09:22:00,13223.0,-25,09:35:00,62.0,13:45:00,60.0,10:07:00
2020/11/16,13449,13406,13469,13439,up,09:30:00,13449.0,up,09:29:00,13462,up,09:29:00,13462,35,10:45:00,120,13:45:00,10,09:32:00
2020/11/17,13723,13656,13679,13646,down,09:25:00,13668.0,down,09:59:00,13635,down,09:28:00,13668.0,-25,09:38:00,65.0,13:36:00,27.0,09:38:00
2020/11/18,13647,13625,13666,13647,up,09:15:00,13654.0,up,09:14:00,13663,up,09:14:00,13663,0,10:02:00,125,12:23:00,8,09:34:00
2020/11/19,13738,13703,13714,13689,down,09:05:00,13705.0,down,09:04:00,13690,down,09:04:00,13690,-25,09:11:00,28,11:16:00,60,09:21:00
