date,base_max,base_min,break_max,break_min,break_direction,break_time,break_key_point,pre_enter_direction,pre_enter_time,pre_enter,enter_direction,enter_time,enter_point,bonus,bonus_time,max_bonus,max_bonus_time,max_lose,max_lose_time
2020/06/01,11008,10971,11016,10982,up,09:10:00,10994.0,up,09:14:00,11021,,,,,,,,,
2020/06/02,11086,11074,11095,11076,up,09:00:00,11083.0,up,09:05:00,11099,up,09:04:00,11083.0,45,09:11:00,57.0,09:16:00,11.0,10:17:00
2020/06/03,11255,11233,11252,11221,down,09:05:00,11241.0,up,09:10:00,11268,down,09:07:00,11241.0,-25,09:10:00,35.0,09:36:00,58.0,13:13:00
2020/06/04,11425,11393,11404,11382,down,09:05:00,11396.0,down,09:14:00,11380,down,09:07:00,11396.0,0,09:08:00,90.0,10:38:00,19.0,09:20:00
2020/06/05,11400,11377,11409,11386,up,09:10:00,11394.0,up,09:04:00,11413,up,09:04:00,11413,-25,09:07:00,60,12:27:00,32,09:12:00
2020/06/08,11573,11542,11576,11510,down,09:05:00,11554.0,down,09:04:00,11529,down,09:04:00,11529,0,09:31:00,38,09:22:00,97,10:48:00
2020/06/09,11612,11588,11594,11535,down,09:05:00,11574.0,down,09:04:00,11550,down,09:04:00,11550,0,09:18:00,29,09:10:00,72,10:04:00
2020/06/10,11637,11623,11639,11617,down,09:00:00,11631.0,down,09:04:00,11606,down,09:11:00,11631.0,-24,09:13:00,12.0,09:11:00,99.0,10:19:00
2020/06/11,11695,11665,11710,11681,up,09:00:00,11691.0,up,09:00:00,11708,up,09:00:00,11708,0,09:17:00,30,09:10:00,233,13:20:00
2020/06/12,11367,11316,11355,11300,down,09:00:00,11336.0,down,09:00:00,11303,down,09:00:00,11303,-20,09:00:00,53,09:06:00,129,10:18:00
2020/06/15,11397,11355,11410,11361,up,09:05:00,11378.0,up,09:04:00,11410,up,09:04:00,11410,-25,09:09:00,36,10:24:00,194,13:43:00
2020/06/16,11465,11422,11471,11454,up,09:50:00,11460.0,up,09:54:00,11482,,,,,,,,,
2020/06/17,11524,11475,11542,11516,up,09:00:00,11525.0,up,09:00:00,11537,up,09:00:00,11537,-20,09:05:00,31,12:30:00,70,10:34:00
2020/06/18,11395,11351,11415,11383,up,09:05:00,11394.0,up,09:05:00,11408,up,09:05:00,11408,-25,09:21:00,17,09:13:00,113,09:38:00
2020/06/19,11439,11411,11436,11387,down,09:05:00,11419.0,down,09:04:00,11398,down,09:04:00,11398,0,09:21:00,37,09:16:00,36,09:44:00
2020/06/22,11405,11362,11419,11392,up,09:05:00,11401.0,up,09:05:00,11418,up,09:05:00,11418,57,09:26:00,80,09:31:00,28,11:05:00
2020/06/23,11525,11486,11512,11480,down,09:15:00,11501.0,up,09:05:00,11538,up,09:05:00,11538,-25,09:06:00,2,09:05:00,192,09:43:00
2020/06/24,11558,11536,11550,11526,down,09:05:00,11542.0,down,09:44:00,11523,down,09:06:00,11542.0,0,09:06:00,39.0,11:32:00,28.0,09:22:00
2020/06/29,11415,11371,11433,11403,up,09:05:00,11413.0,up,09:05:00,11428,up,09:05:00,11428,0,09:24:00,30,09:17:00,113,11:46:00
2020/06/30,11477,11446,11453,11438,down,09:00:00,11448.0,down,09:49:00,11429,down,09:01:00,11448.0,0,09:01:00,36.0,09:58:00,54.0,13:06:00
