date,base_max,base_min,break_max,break_min,break_direction,break_time,break_key_point,pre_enter_direction,pre_enter_time,pre_enter,enter_direction,enter_time,enter_point,bonus,bonus_time,max_bonus,max_bonus_time,max_lose,max_lose_time
2021/04/01,16560,16527,16553,16510,down,09:35:00,16538.0,down,09:34:00,16514,down,09:34:00,16514,0,09:56:00,62,10:58:00,73,10:04:00
2021/04/06,16794,16728,16746,16717,down,09:35:00,16736.0,up,09:45:00,16807,down,09:37:00,16736.0,0,09:37:00,39.0,11:55:00,104.0,09:45:00
2021/04/07,16785,16751,16762,16734,down,09:45:00,16752.0,down,09:44:00,16738,down,09:44:00,16738,0,10:38:00,65,11:07:00,50,13:03:00
2021/04/08,16726,16708,16730,16687,down,09:15:00,16715.0,up,09:04:00,16739,up,09:04:00,16739,-25,09:07:00,191,13:45:00,52,09:15:00
2021/04/09,16965,16949,16971,16955,up,09:00:00,16961.0,down,09:05:00,16936,up,09:01:00,16961.0,-24,09:04:00,10.0,09:01:00,151.0,10:02:00
2021/04/12,16905,16879,16933,16898,up,09:10:00,16910.0,up,09:04:00,16920,up,09:04:00,16920,-25,09:05:00,45,09:23:00,160,10:37:00
2021/04/13,16918,16898,16934,16892,up,09:15:00,16906.0,up,09:15:00,16931,up,09:15:00,16931,-25,09:15:00,115,10:22:00,151,13:19:00
2021/04/14,16867,16842,16880,16850,up,09:05:00,16860.0,up,09:05:00,16880,up,09:05:00,16880,0,09:22:00,37,09:20:00,288,11:18:00
2021/04/15,16897,16875,16906,16876,up,09:05:00,16886.0,down,09:09:00,16862,up,09:06:00,16886.0,0,09:06:00,188.0,13:39:00,34.0,09:46:00
2021/04/16,17072,17016,17034,17005,down,09:30:00,17024.0,down,09:45:00,17003,down,09:33:00,17024.0,0,09:35:00,34.0,09:45:00,136.0,13:45:00
2021/04/19,17137,17111,17145,17128,up,09:00:00,17134.0,up,09:04:00,17162,up,09:26:00,17134.0,0,09:28:00,162.0,13:08:00,9.0,09:33:00
2021/04/20,17254,17225,17250,17206,down,09:10:00,17235.0,down,09:09:00,17212,down,09:09:00,17212,-25,09:12:00,6,09:10:00,112,13:38:00
2021/04/21,17250,17210,17258,17232,up,09:10:00,17241.0,down,09:19:00,17197,up,09:11:00,17241.0,0,09:11:00,29.0,12:10:00,91.0,10:05:00
