date,base_max,base_min,break_max,break_min,break_direction,break_time,break_key_point,pre_enter_direction,pre_enter_time,pre_enter,enter_direction,enter_time,enter_point,bonus,bonus_time,max_bonus,max_bonus_time,max_lose,max_lose_time
2020/04/01,9626,9565,9638,9614,up,09:00:00,9622.0,up,10:14:00,9643,up,09:01:00,9622.0,-22,09:02:00,28.0,10:16:00,71.0,13:45:00
2020/04/06,9860,9733,9769,9702,down,09:05:00,9746.0,down,09:05:00,9720,down,09:05:00,9720,-14,09:05:00,138,09:49:00,107,13:43:00
2020/04/07,9965,9932,9993,9952,up,09:00:00,9966.0,up,08:59:00,9978,up,08:59:00,9978,-20,09:08:00,42,09:23:00,100,10:18:00
2020/04/08,9983,9945,10012,9948,up,09:05:00,9970.0,up,09:04:00,9996,up,09:04:00,9996,55,09:20:00,139,13:16:00,8,09:07:00
2020/04/09,10143,10095,10150,10128,up,09:00:00,10136.0,up,09:04:00,10160,up,09:30:00,10136.0,-22,09:33:00,13.0,09:30:00,108.0,11:06:00
2020/04/10,10071,10030,10078,10050,up,09:05:00,10060.0,up,09:09:00,10084,up,09:16:00,10060.0,32,09:19:00,80.0,13:24:00,0,
2020/04/13,10085,10055,10107,10065,up,09:05:00,10079.0,up,09:04:00,10098,up,09:04:00,10098,-14,09:07:00,51,10:20:00,67,09:16:00
2020/04/14,10168,10127,10182,10140,up,09:10:00,10154.0,up,09:10:00,10181,up,09:10:00,10181,55,09:16:00,174,12:33:00,8,09:10:00
2020/04/15,10383,10330,10415,10366,up,09:05:00,10383.0,up,09:04:00,10401,up,09:04:00,10401,-14,09:09:00,62,12:26:00,48,09:14:00
2020/04/16,10198,10161,10229,10192,up,09:05:00,10205.0,up,09:04:00,10215,up,09:04:00,10215,0,09:23:00,128,12:16:00,9,09:26:00
2020/04/17,10604,10554,10609,10525,down,09:05:00,10581.0,down,09:04:00,10538,down,09:04:00,10538,-14,09:05:00,82,11:44:00,131,09:46:00
2020/04/20,10560,10513,10554,10505,down,09:05:00,10537.0,down,09:09:00,10484,,,,,,,,,
