date,base_max,base_min,break_max,break_min,break_direction,break_time,break_key_point,pre_enter_direction,pre_enter_time,pre_enter,enter_direction,enter_time,enter_point,bonus,bonus_time,max_bonus,max_bonus_time,max_lose,max_lose_time
2020/02/03,11335,11265,11289,11185,down,09:05:00,11254.0,down,09:04:00,11241,down,09:04:00,11241,57,09:06:00,89,09:07:00,129,10:20:00
2020/02/04,11390,11362,11407,11368,up,09:15:00,11381.0,up,09:15:00,11403,up,09:15:00,11403,57,09:36:00,154,11:40:00,13,09:15:00
2020/02/05,11613,11569,11585,11506,down,09:05:00,11558.0,down,09:04:00,11542,down,09:04:00,11542,57,09:14:00,68,09:15:00,78,10:33:00
2020/02/06,11670,11631,11683,11648,up,09:15:00,11660.0,up,09:15:00,11683,up,09:15:00,11683,-25,09:28:00,61,13:27:00,48,09:33:00
2020/02/07,11666,11631,11658,11604,down,09:05:00,11640.0,down,09:04:00,11613,down,09:04:00,11613,-25,09:17:00,47,13:04:00,40,09:18:00
2020/02/10,11462,11413,11478,11433,up,09:20:00,11448.0,up,09:19:00,11475,up,09:19:00,11475,57,09:38:00,123,10:40:00,10,09:19:00
2020/02/11,11653,11623,11663,11627,up,09:20:00,11639.0,up,09:49:00,11666,up,09:28:00,11639.0,34,09:49:00,50.0,10:46:00,8.0,09:38:00
2020/02/12,11674,11647,11682,11665,up,09:00:00,11671.0,up,09:04:00,11695,,,,,,,,,
2020/02/13,11805,11772,11826,11790,up,09:05:00,11802.0,up,09:05:00,11818,up,09:05:00,11818,-25,09:33:00,19,09:11:00,56,12:52:00
2020/02/14,11788,11755,11797,11777,up,09:30:00,11784.0,up,09:34:00,11807,,,,,,,,,
2020/02/17,11745,11702,11755,11740,up,09:25:00,11745.0,up,09:29:00,11758,,,,,,,,,
2020/02/18,11719,11666,11669,11650,down,09:00:00,11662.0,down,08:59:00,11653,down,08:59:00,11653,-20,09:03:00,26,12:30:00,55,10:21:00
2020/02/19,11685,11666,11678,11662,down,09:10:00,11672.0,down,09:29:00,11653,down,09:13:00,11672.0,34,09:32:00,35.0,09:32:00,133.0,12:35:00
2020/02/20,11830,11811,11814,11794,down,09:10:00,11807.0,down,09:09:00,11798,down,09:09:00,11798,57,09:56:00,119,11:33:00,10,09:11:00
2020/02/21,11694,11662,11700,11681,up,09:00:00,11688.0,up,09:14:00,11712,up,09:05:00,11688.0,45,09:14:00,77.0,09:18:00,52.0,11:00:00
2020/02/24,11538,11481,11568,11515,up,09:05:00,11533.0,up,09:04:00,11561,up,09:04:00,11561,-25,09:06:00,26,09:19:00,85,11:05:00
2020/02/25,11430,11386,11453,11420,up,09:00:00,11431.0,up,08:59:00,11443,up,08:59:00,11443,0,09:01:00,118,13:08:00,18,09:04:00
2020/02/26,11417,11369,11432,11415,up,09:15:00,11421.0,up,09:09:00,11430,up,09:09:00,11430,-25,09:21:00,52,10:38:00,35,10:04:00
2020/02/27,11420,11384,11391,11351,down,09:15:00,11377.0,down,09:14:00,11371,down,09:14:00,11371,0,09:45:00,134,12:58:00,21,09:25:00
