date,base_max,base_min,break_max,break_min,break_direction,break_time,break_key_point,pre_enter_direction,pre_enter_time,pre_enter,enter_direction,enter_time,enter_point,bonus,bonus_time,max_bonus,max_bonus_time,max_lose,max_lose_time
2020/12/01,13825,13802,13826,13796,down,09:10:00,13816.0,down,09:19:00,13789,down,10:28:00,13816.0,17.0,10:45:00,25.0,10:39:00,69.0,13:28:00
2020/12/02,13938,13912,13939,13903,down,09:05:00,13927.0,down,09:09:00,13892,down,09:22:00,13927.0,34,09:30:00,72.0,09:52:00,53.0,12:41:00
2020/12/03,13973,13942,13954,13931,down,09:05:00,13946.0,down,09:09:00,13928,down,09:29:00,13946.0,0,09:39:00,23.0,09:46:00,101.0,11:16:00
2020/12/04,14031,14013,14048,14023,up,09:00:00,14032.0,up,09:15:00,14044,up,09:01:00,14032.0,0,09:25:00,117.0,12:50:00,20.0,09:34:00
2020/12/07,14228,14181,14245,14205,up,09:05:00,14219.0,up,09:04:00,14241,up,09:04:00,14241,-25,09:08:00,6,09:06:00,154,09:51:00
2020/12/08,14218,14176,14192,14160,down,09:30:00,14181.0,down,09:29:00,14163,down,09:29:00,14163,-25,09:41:00,7,09:36:00,187,13:09:00
2020/12/09,14372,14352,14367,14338,down,09:00:00,14357.0,down,09:00:00,14339,down,09:00:00,14339,-20,09:10:00,8,09:09:00,86,12:50:00
2020/12/10,14273,14254,14279,14238,down,09:05:00,14265.0,down,09:05:00,14241,down,09:05:00,14241,-25,09:11:00,63,12:36:00,73,10:04:00
2020/12/11,14319,14288,14332,14303,up,09:05:00,14313.0,up,09:04:00,14332,up,09:04:00,14332,-25,09:13:00,8,09:07:00,241,11:17:00
2020/12/14,14277,14249,14257,14240,down,09:00:00,14251.0,down,09:04:00,14234,down,09:01:00,14251.0,0,09:02:00,54.0,13:44:00,34.0,09:55:00
2020/12/15,14175,14136,14198,14169,up,09:05:00,14179.0,up,09:04:00,14188,up,09:04:00,14188,0,09:35:00,44,09:16:00,158,12:38:00
2020/12/16,14205,14186,14222,14188,up,09:05:00,14200.0,up,09:04:00,14218,up,09:04:00,14218,-25,09:11:00,110,13:08:00,30,09:11:00
2020/12/17,14224,14201,14225,14185,down,09:05:00,14211.0,down,09:04:00,14188,down,09:04:00,14188,-25,09:16:00,103,10:42:00,35,09:21:00
2020/12/18,14197,14174,14190,14168,down,09:05:00,14182.0,up,09:54:00,14214,down,09:10:00,14182.0,-25,09:51:00,54.0,13:20:00,40.0,09:52:00
2020/12/21,14165,14143,14174,14154,up,09:10:00,14161.0,down,09:24:00,14090,up,09:12:00,14161.0,-25,09:16:00,152.0,13:45:00,140.0,09:31:00
2020/12/22,14264,14240,14242,14224,down,09:00:00,14236.0,down,09:00:00,14227,down,09:00:00,14227,-20,09:10:00,185,13:33:00,107,10:52:00
2020/12/23,14104,14050,14139,14086,up,09:45:00,14104.0,up,09:44:00,14117,up,09:44:00,14117,0,10:00:00,64,12:23:00,25,10:30:00
