date,base_max,base_min,break_max,break_min,break_direction,break_time,break_key_point,pre_enter_direction,pre_enter_time,pre_enter,enter_direction,enter_time,enter_point,bonus,bonus_time,max_bonus,max_bonus_time,max_lose,max_lose_time
2020/03/02,11098,11005,11111,11070,up,09:10:00,11084.0,up,09:10:00,11111,up,09:10:00,11111,-14,09:10:00,167,10:56:00,30,09:21:00
2020/03/03,11328,11294,11334,11311,up,09:00:00,11319.0,up,09:30:00,11341,up,09:01:00,11319.0,0,09:01:00,56.0,11:52:00,41.0,09:50:00
2020/03/04,11366,11338,11369,11317,down,09:05:00,11351.0,down,09:04:00,11325,down,09:04:00,11325,-14,09:04:00,58,10:16:00,42,11:21:00
2020/03/05,11467,11428,11479,11452,up,09:10:00,11461.0,up,09:14:00,11480,up,09:12:00,11461.0,0,09:15:00,40.0,13:20:00,21.0,09:21:00
2020/03/06,11415,11385,11398,11373,down,09:15:00,11389.0,down,09:19:00,11369,,,,,,,,,
2020/03/09,11052,10967,11065,11032,up,09:00:00,11043.0,up,08:59:00,11065,up,08:59:00,11065,-20,08:59:00,43,09:16:00,149,10:41:00
2020/03/10,10893,10819,10923,10850,up,09:05:00,10875.0,up,09:05:00,10906,up,09:05:00,10906,-14,09:05:00,90,13:16:00,127,10:46:00
2020/03/11,10980,10928,11015,10966,up,09:05:00,10983.0,up,09:04:00,10993,up,09:04:00,10993,0,09:17:00,36,09:11:00,186,13:38:00
2020/03/12,10765,10710,10747,10652,down,09:05:00,10715.0,down,09:04:00,10697,down,09:04:00,10697,-14,09:04:00,536,10:09:00,16,09:04:00
2020/03/13,9793,9555,9599,9510,down,09:25:00,9569.0,down,09:25:00,9542,down,09:25:00,9542,0,09:25:00,92,09:28:00,605,13:19:00
2020/03/16,9982,9872,10015,9921,up,09:05:00,9953.0,up,09:05:00,9995,up,09:05:00,9995,55,09:07:00,60,09:07:00,359,12:58:00
2020/03/17,9438,9271,9495,9387,up,09:10:00,9423.0,up,09:09:00,9456,up,09:09:00,9456,0,09:09:00,221,09:35:00,145,10:20:00
2020/03/18,9416,9306,9470,9396,up,09:50:00,9421.0,up,09:04:00,9429,up,09:04:00,9429,-14,09:04:00,60,09:54:00,224,12:47:00
2020/03/19,8872,8732,8775,8693,down,09:10:00,8747.0,down,09:09:00,8703,down,09:09:00,8703,-14,09:09:00,435,11:07:00,116,09:31:00
2020/03/19,8500,8397,8524,8463,up,15:40:00,8484.0,up,15:40:00,8513,up,15:40:00,8513,-14,15:40:00,653,10:24:00,96,19:47:00
2020/03/20,9198,9123,9216,9179,up,15:40:00,9192.0,up,15:39:00,9211,up,15:39:00,9211,-14,15:39:00,129,17:57:00,656,09:06:00
2020/03/23,8743,8703,8722,8664,down,15:35:00,8702.0,up,15:19:00,8756,up,15:19:00,8756,-14,15:20:00,539,10:40:00,98,15:36:00
2020/03/24,9298,9246,9335,9287,up,16:05:00,9303.0,up,16:04:00,9328,up,16:04:00,9328,-14,16:23:00,296,09:55:00,55,16:36:00
2020/03/25,9688,9625,9715,9680,up,15:45:00,9692.0,up,15:44:00,9704,up,15:44:00,9704,0,16:01:00,84,17:32:00,278,09:29:00
2020/03/26,9583,9536,9595,9578,up,18:35:00,9584.0,up,18:39:00,9604,,,,,,,,,
2020/03/30,9388,9312,9346,9280,down,09:10:00,9324.0,down,09:09:00,9284,down,09:09:00,9284,-14,09:09:00,18,09:16:00,292,13:45:00
