date,base_max,base_min,break_max,break_min,break_direction,break_time,break_key_point,pre_enter_direction,pre_enter_time,pre_enter,enter_direction,enter_time,enter_point,bonus,bonus_time,max_bonus,max_bonus_time,max_lose,max_lose_time
2021/05/03,17534,17476,17487,17420,down,09:10:00,17464.0,down,09:09:00,17436,down,09:09:00,17436,-25,09:12:00,210,13:34:00,40,09:19:00
2021/05/04,17306,17266,17295,17204,down,09:10:00,17264.0,down,09:10:00,17253,down,09:10:00,17253,0,09:10:00,585,10:45:00,15,09:10:00
2021/05/05,16925,16841,16962,16922,up,09:00:00,16936.0,up,08:59:00,16938,up,08:59:00,16938,0,09:03:00,82,10:06:00,182,13:44:00
2021/05/06,16920,16883,16950,16897,up,09:05:00,16915.0,up,09:05:00,16933,up,09:05:00,16933,57,09:20:00,148,09:48:00,233,11:42:00
2021/05/07,17151,17112,17132,17068,down,09:10:00,17110.0,down,09:09:00,17099,down,09:09:00,17099,0,09:13:00,39,09:11:00,189,13:45:00
2021/05/10,17373,17339,17348,17312,down,09:00:00,17336.0,down,08:59:00,17325,down,08:59:00,17325,60,09:02:00,147,09:36:00,19,08:59:00
2021/05/11,16969,16901,16914,16874,down,09:00:00,16900.0,down,08:59:00,16878,down,08:59:00,16878,-20,08:59:00,453,13:09:00,92,09:20:00
2021/05/12,16516,16410,16483,16347,down,09:05:00,16437.0,down,09:05:00,16397,down,09:05:00,16397,0,09:05:00,1370,11:25:00,134,09:46:00
2021/05/13,15664,15526,15635,15348,down,09:05:00,15539.0,down,09:04:00,15402,down,09:04:00,15402,0,09:04:00,54,09:04:00,589,11:16:00
2021/05/14,15837,15771,15876,15805,up,09:05:00,15829.0,up,09:04:00,15854,up,09:04:00,15854,-25,09:07:00,167,09:28:00,201,12:42:00
2021/05/17,15491,15096,15550,15339,up,09:10:00,15410.0,up,09:09:00,15504,up,09:09:00,15504,0,09:09:00,231,09:39:00,386,12:28:00
2021/05/18,15589,15501,15607,15542,up,09:00:00,15564.0,up,09:00:00,15602,up,09:00:00,15602,0,09:01:00,578,11:57:00,30,09:06:00
2021/05/19,16140,16047,16238,16115,up,09:10:00,16156.0,up,09:09:00,16209,up,09:09:00,16209,0,09:09:00,39,11:55:00,230,10:10:00
2021/05/20,16113,16031,16076,15953,down,09:05:00,16035.0,down,09:04:00,16018,down,09:04:00,16018,0,09:04:00,164,10:44:00,49,09:49:00
2021/05/21,16272,16216,16307,16257,up,09:00:00,16274.0,up,08:59:00,16293,up,08:59:00,16293,-20,09:01:00,132,09:16:00,221,10:40:00
2021/05/24,16164,16069,16196,16129,up,09:10:00,16152.0,up,09:04:00,16177,up,09:04:00,16177,-25,09:05:00,191,11:37:00,48,09:06:00
