date,base_max,base_min,break_max,break_min,break_direction,break_time,break_key_point,pre_enter_direction,pre_enter_time,pre_enter,enter_direction,enter_time,enter_point,bonus,bonus_time,max_bonus,max_bonus_time,max_lose,max_lose_time
2019/09/02,10572,10556,10586,10567,up,09:10:00,10574.0,up,09:10:00,10585,up,09:10:00,10585,0,10:45:00,25,09:35:00,7,09:13:00
2019/09/03,10610,10594,10615,10603,up,09:05:00,10607.0,up,09:49:00,10623,up,09:09:00,10607.0,0,10:17:00,25.0,10:08:00,10.0,09:12:00
2019/09/04,10572,10558,10588,10570,up,09:05:00,10576.0,up,09:05:00,10585,up,09:05:00,10585,48,10:45:00,52,10:08:00,7,09:05:00
2019/09/05,10736,10715,10724,10704,down,09:20:00,10717.0,up,09:55:00,10749,down,09:27:00,10717.0,-28,09:49:00,7.0,09:27:00,45.0,10:06:00
2019/09/06,10780,10763,10772,10756,down,09:15:00,10766.0,down,09:54:00,10746,down,09:16:00,10766.0,0,10:03:00,25.0,09:53:00,16.0,09:20:00
2019/09/09,10820,10800,10808,10790,down,09:25:00,10802.0,down,09:59:00,10787,down,09:28:00,10802.0,23.0,10:45:00,27.0,10:37:00,19.0,09:34:00
2019/09/10,10814,10800,10804,10794,down,09:00:00,10800.0,down,09:09:00,10782,down,09:03:00,10800.0,32,09:32:00,69.0,10:29:00,2.0,09:03:00
2019/09/11,10801,10785,10791,10778,down,09:35:00,10786.0,down,09:44:00,10772,down,09:36:00,10786.0,32,10:17:00,35.0,10:18:00,0,
2019/09/12,10870,10841,10858,10833,down,09:35:00,10849.0,down,09:44:00,10828,,,,,,,,,
2019/09/16,10816,10802,10826,10815,up,09:00:00,10819.0,up,09:04:00,10835,,,,,,,,,
2019/09/17,10910,10896,10900,10885,down,09:10:00,10895.0,down,09:14:00,10877,,,,,,,,,
2019/09/18,10914,10898,10900,10886,down,09:05:00,10895.0,up,10:54:00,10927,down,09:08:00,10895.0,-28,10:43:00,8.0,09:18:00,30.0,10:43:00
2019/09/19,10928,10914,10925,10907,down,09:10:00,10919.0,down,09:44:00,10901,down,09:21:00,10919.0,32,09:46:00,51.0,09:59:00,17.0,09:30:00
2019/09/20,10905,10885,10908,10902,up,09:30:00,10904.0,,,,up,09:31:00,10904.0,0.0,10:45:00,8.0,09:34:00,20.0,09:54:00
2019/09/23,10904,10888,10896,10876,down,09:05:00,10889.0,up,09:24:00,10919,down,09:09:00,10889.0,-28,09:23:00,10.0,10:13:00,40.0,09:54:00
2019/09/24,10914,10896,10902,10884,down,09:05:00,10896.0,down,09:09:00,10882,down,09:27:00,10896.0,0,10:25:00,31.0,09:49:00,10.0,09:31:00
2019/09/25,10873,10858,10861,10850,down,09:15:00,10857.0,down,09:44:00,10843,down,09:16:00,10857.0,32,09:58:00,52.0,10:08:00,14.0,09:20:00
2019/09/26,10880,10867,10888,10870,up,09:00:00,10876.0,down,11:39:00,10851,up,09:36:00,10876.0,-11.0,10:45:00,13.0,09:47:00,20.0,10:24:00
2019/09/27,10894,10872,10875,10862,down,09:35:00,10870.0,down,09:39:00,10858,,,,,,,,,
