date,base_max,base_min,break_max,break_min,break_direction,break_time,break_key_point,pre_enter_direction,pre_enter_time,pre_enter,enter_direction,enter_time,enter_point,bonus,bonus_time,max_bonus,max_bonus_time,max_lose,max_lose_time
2020/05/04,10563,10477,10599,10550,up,09:05:00,10567.0,up,09:04:00,10591,up,09:04:00,10591,0,09:14:00,108,12:07:00,16,09:04:00
2020/05/05,10727,10683,10742,10709,up,09:05:00,10720.0,up,09:14:00,10744,up,09:07:00,10720.0,34,09:18:00,75.0,10:01:00,62.0,10:52:00
2020/05/06,10689,10652,10697,10626,down,09:05:00,10673.0,down,09:04:00,10639,down,09:04:00,10639,-25,09:04:00,21,09:15:00,141,09:42:00
2020/05/07,10736,10710,10745,10716,up,09:00:00,10726.0,up,09:04:00,10773,,,,,,,,,
2020/05/08,10938,10886,10956,10910,up,09:10:00,10926.0,up,09:09:00,10951,up,09:09:00,10951,-25,09:13:00,5,09:10:00,98,10:13:00
2020/05/11,10987,10961,10996,10982,up,09:00:00,10987.0,down,09:09:00,10938,up,09:01:00,10987.0,-24,09:03:00,51.0,09:56:00,52.0,09:08:00
2020/05/12,10904,10868,10915,10868,up,09:10:00,10884.0,up,09:30:00,10917,up,09:13:00,10884.0,34,09:26:00,48.0,09:36:00,82.0,11:36:00
2020/05/13,10810,10776,10823,10797,up,09:00:00,10806.0,up,08:59:00,10823,up,08:59:00,10823,0,09:19:00,102,12:47:00,17,09:50:00
2020/05/14,10848,10823,10858,10836,up,09:00:00,10844.0,up,09:05:00,10861,up,09:02:00,10844.0,0,09:05:00,33.0,09:17:00,106.0,13:36:00
2020/05/15,10850,10822,10865,10842,up,09:05:00,10850.0,up,09:04:00,10863,up,09:04:00,10863,-25,09:09:00,6,09:06:00,162,10:16:00
2020/05/18,10780,10736,10798,10746,up,09:05:00,10764.0,up,09:05:00,10793,up,09:05:00,10793,-25,09:22:00,31,11:22:00,69,09:38:00
2020/05/19,10964,10932,10945,10910,down,09:05:00,10933.0,down,09:04:00,10919,down,09:04:00,10919,0,09:22:00,83,11:07:00,5,09:22:00
2020/05/20,10920,10900,10948,10909,up,09:00:00,10922.0,up,08:59:00,10933,up,08:59:00,10933,-20,09:04:00,27,09:50:00,80,11:02:00
2020/05/21,10914,10898,10934,10914,up,09:15:00,10921.0,up,09:14:00,10927,up,09:14:00,10927,57,09:27:00,81,09:31:00,15,10:14:00
2020/05/22,10935,10882,10906,10844,down,09:10:00,10885.0,down,09:09:00,10869,down,09:09:00,10869,0,09:13:00,146,13:24:00,9,09:09:00
2020/05/25,10824,10795,10814,10775,down,09:05:00,10801.0,down,09:05:00,10782,down,09:05:00,10782,57,09:13:00,131,09:34:00,58,13:26:00
2020/05/26,10928,10895,10957,10917,up,09:10:00,10931.0,up,09:09:00,10943,up,09:09:00,10943,57,09:34:00,84,10:31:00,5,09:09:00
2020/05/27,10987,10958,11004,10978,up,09:00:00,10987.0,up,08:59:00,11000,up,08:59:00,11000,0,09:14:00,37,09:02:00,74,10:23:00
2020/05/28,11077,11057,11069,11047,down,09:00:00,11061.0,down,09:04:00,11027,down,09:11:00,11061.0,0,09:11:00,205.0,12:24:00,1.0,09:11:00
