date,base_max,base_min,break_max,break_min,break_direction,break_time,break_key_point,pre_enter_direction,pre_enter_time,pre_enter,enter_direction,enter_time,enter_point,bonus,bonus_time,max_bonus,max_bonus_time,max_lose,max_lose_time
2019/11/01,11335,11321,11329,11317,down,09:15:00,11325.0,up,10:54:00,11348,down,09:16:00,11325.0,-18.0,10:45:00,9.0,09:16:00,52.0,13:34:00
2019/11/04,11428,11413,11449,11426,up,09:05:00,11434.0,up,09:04:00,11444,up,09:04:00,11444,55,10:36:00,110,13:24:00,12,09:17:00
2019/11/05,11596,11570,11605,11583,up,09:25:00,11591.0,up,10:25:00,11609,up,09:36:00,11591.0,21.0,10:45:00,59.0,13:43:00,8.0,09:50:00
2019/11/06,11654,11638,11642,11626,down,09:05:00,11636.0,down,09:09:00,11624,down,09:16:00,11636.0,32,10:40:00,36.0,10:41:00,39.0,13:06:00
2019/11/07,11636,11623,11627,11615,down,09:10:00,11623.0,down,09:44:00,11609,down,09:11:00,11623.0,32,09:50:00,65.0,11:39:00,14.0,09:32:00
2019/11/08,11648,11634,11635,11618,down,09:05:00,11629.0,down,09:04:00,11621,down,09:04:00,11621,55,10:09:00,67,10:30:00,9,09:06:00
2019/11/11,11581,11547,11556,11523,down,09:05:00,11545.0,down,09:04:00,11525,down,09:04:00,11525,55,10:11:00,101,13:05:00,5,09:04:00
2019/11/12,11493,11472,11473,11466,down,10:10:00,11470.0,up,12:49:00,11506,,,,,,,,,
2019/11/13,11473,11444,11476,11466,up,09:15:00,11470.0,up,09:29:00,11486,up,09:16:00,11470.0,0,09:46:00,24.0,09:31:00,42.0,10:06:00
2019/11/14,11495,11481,11489,11476,down,09:15:00,11484.0,down,09:19:00,11460,down,09:30:00,11484.0,32,10:01:00,71.0,10:58:00,8.0,09:46:00
2019/11/15,11531,11480,11545,11526,up,09:00:00,11533.0,up,09:00:00,11544,up,09:00:00,11544,-20,09:51:00,19,09:08:00,30,09:52:00
2019/11/18,11537,11507,11548,11531,up,09:05:00,11537.0,up,09:39:00,11552,up,09:07:00,11537.0,32,10:06:00,57.0,13:35:00,9.0,09:15:00
2019/11/19,11581,11563,11587,11569,up,09:10:00,11575.0,up,09:19:00,11597,,,,,,,,,
2019/11/20,11644,11621,11630,11607,down,09:25:00,11622.0,down,09:25:00,11608,down,09:25:00,11608,-14,10:13:00,14,12:00:00,22,10:32:00
2019/11/21,11531,11498,11506,11490,down,09:10:00,11500.0,down,09:04:00,11483,down,09:04:00,11483,-14,09:05:00,33,09:56:00,68,13:31:00
2019/11/22,11592,11561,11567,11546,down,09:15:00,11560.0,down,09:14:00,11548,down,09:14:00,11548,-14,09:16:00,17,11:06:00,27,09:34:00
2019/11/25,11629,11610,11620,11599,down,09:05:00,11613.0,down,09:09:00,11594,down,10:04:00,11613.0,26.0,10:45:00,54.0,13:29:00,4.0,10:05:00
2019/11/26,11628,11616,11624,11609,down,09:05:00,11619.0,down,09:09:00,11603,down,09:25:00,11619.0,-28,09:46:00,14.0,13:35:00,39.0,09:48:00
2019/11/27,11629,11611,11617,11596,down,09:40:00,11610.0,down,09:40:00,11598,down,09:40:00,11598,-14,09:45:00,2,09:40:00,53,13:27:00
2019/11/29,11613,11592,11598,11578,down,09:20:00,11591.0,down,09:19:00,11579,down,09:19:00,11579,55,09:54:00,117,13:45:00,6,09:19:00
