date,base_max,base_min,break_max,break_min,break_direction,break_time,break_key_point,pre_enter_direction,pre_enter_time,pre_enter,enter_direction,enter_time,enter_point,bonus,bonus_time,max_bonus,max_bonus_time,max_lose,max_lose_time
2020/10/05,12607,12572,12618,12565,up,09:10:00,12583.0,down,09:30:00,12559,up,09:13:00,12583.0,0,09:25:00,20.0,09:23:00,97.0,12:02:00
2020/10/06,12635,12614,12650,12634,up,09:00:00,12640.0,up,08:59:00,12648,up,08:59:00,12648,0,09:08:00,56,10:30:00,30,09:35:00
2020/10/07,12641,12615,12657,12634,up,09:20:00,12642.0,up,09:19:00,12654,up,09:19:00,12654,57,10:40:00,104,13:42:00,16,09:40:00
2020/10/08,12842,12816,12835,12790,down,09:05:00,12820.0,down,09:04:00,12803,down,09:04:00,12803,0,09:21:00,31,09:17:00,73,13:45:00
2020/10/12,12947,12918,12944,12908,down,09:30:00,12932.0,up,09:40:00,12960,down,09:36:00,12932.0,-25,09:40:00,54.0,11:30:00,63.0,10:01:00
2020/10/13,12952,12929,12948,12888,down,09:05:00,12928.0,down,09:05:00,12916,down,09:05:00,12916,0,09:05:00,100,09:24:00,8,13:33:00
2020/10/14,12941,12918,12922,12903,down,09:05:00,12915.0,down,09:04:00,12905,down,09:04:00,12905,-25,09:08:00,34,13:27:00,51,09:14:00
2020/10/15,12850,12830,12868,12839,up,09:05:00,12849.0,up,09:04:00,12863,up,09:04:00,12863,0,09:24:00,29,09:22:00,136,11:01:00
2020/10/16,12826,12806,12849,12813,up,09:05:00,12825.0,up,09:04:00,12839,up,09:04:00,12839,-25,09:07:00,26,10:44:00,121,13:35:00
2020/10/19,12806,12782,12820,12798,up,09:00:00,12806.0,up,09:00:00,12819,up,09:00:00,12819,60,09:30:00,93,13:25:00,19,09:08:00
2020/10/20,12901,12864,12905,12887,up,09:25:00,12893.0,down,09:59:00,12845,up,09:27:00,12893.0,-25,09:31:00,3.0,09:27:00,49.0,09:58:00
2020/10/21,12914,12894,12923,12903,up,09:15:00,12910.0,up,09:29:00,12927,up,09:21:00,12910.0,0,09:34:00,36.0,09:49:00,59.0,13:09:00
2020/10/22,12760,12707,12780,12748,up,09:05:00,12759.0,up,09:04:00,12773,up,09:04:00,12773,0,10:10:00,66,13:45:00,26,10:22:00
2020/10/23,12877,12854,12882,12870,up,09:00:00,12874.0,down,09:14:00,12841,up,09:01:00,12874.0,-24,09:07:00,9.0,09:01:00,79.0,09:52:00
2020/10/26,12876,12847,12885,12863,up,09:05:00,12871.0,up,09:09:00,12904,up,09:33:00,12871.0,0,09:33:00,52.0,09:33:00,51.0,09:41:00
2020/10/27,12833,12793,12808,12782,down,09:10:00,12799.0,down,09:15:00,12780,down,09:11:00,12799.0,34,09:21:00,34.0,09:21:00,30.0,10:16:00
