Date,Time,Open,High,Low,Close,Volume
2019/05/10,09:00:00,10750,10783,10731,10775,14146
2019/05/10,09:15:00,10776,10813,10775,10787,19105
2019/05/10,09:30:00,10787,10804,10776,10790,10612
2019/05/10,09:45:00,10791,10830,10791,10825,14748
2019/05/10,10:00:00,10825,10850,10825,10845,10487
2019/05/10,10:15:00,10846,10849,10819,10820,8274
2019/05/10,10:30:00,10820,10828,10806,10806,8120
2019/05/10,10:45:00,10806,10806,10783,10794,10109
2019/05/10,11:00:00,10792,10795,10728,10731,15347
2019/05/10,11:15:00,10731,10741,10686,10710,18496
2019/05/10,11:30:00,10710,10765,10667,10740,19336
2019/05/10,11:45:00,10740,10754,10720,10739,8204
2019/05/10,12:00:00,10739,10752,10712,10717,9562
2019/05/10,12:15:00,10718,10743,10703,10709,9091
2019/05/10,12:30:00,10709,10720,10672,10674,8038
2019/05/10,12:45:00,10674,10701,10646,10693,13304
2019/05/10,13:00:00,10693,10702,10683,10690,5320
2019/05/10,13:15:00,10688,10738,10663,10734,13390
2019/05/10,13:30:00,10734,10749,10715,10725,10383
2019/05/10,13:45:00,10725,10746,10721,10745,7536
