Date,Time,Open,High,Low,Close,Volume
2019/04/19,09:00:00,11020,11031,11017,11027,7002
2019/04/19,09:15:00,11027,11029,11016,11023,5793
2019/04/19,09:30:00,11023,11035,11010,11023,8241
2019/04/19,09:45:00,11022,11036,11017,11027,5241
2019/04/19,10:00:00,11028,11030,11006,11009,5251
2019/04/19,10:15:00,11009,11010,10987,10998,8812
2019/04/19,10:30:00,10999,11004,10995,11000,3000
2019/04/19,10:45:00,11000,11001,10972,10979,7128
2019/04/19,11:00:00,10979,10981,10965,10967,5296
2019/04/19,11:15:00,10967,10970,10954,10965,6797
2019/04/19,11:30:00,10965,10973,10958,10970,3095
2019/04/19,11:45:00,10970,10977,10966,10975,2853
2019/04/19,12:00:00,10976,10980,10969,10971,3243
2019/04/19,12:15:00,10971,10974,10965,10965,1567
2019/04/19,12:30:00,10965,10969,10961,10967,1492
2019/04/19,12:45:00,10966,10975,10963,10972,1689
2019/04/19,13:00:00,10973,10976,10967,10968,1139
2019/04/19,13:15:00,10969,10972,10955,10960,3475
2019/04/19,13:30:00,10960,10974,10958,10968,3695
2019/04/19,13:45:00,10969,10974,10963,10972,3938
