Date,Time,Open,High,Low,Close,Volume
2019/05/02,09:00:00,10947,10973,10933,10972,9268
2019/05/02,09:15:00,10972,11012,10972,11012,18431
2019/05/02,09:30:00,11012,11033,11004,11026,12625
2019/05/02,09:45:00,11027,11029,11013,11015,6287
2019/05/02,10:00:00,11015,11018,10984,10992,13233
2019/05/02,10:15:00,10991,10995,10975,10979,9860
2019/05/02,10:30:00,10979,10989,10968,10969,6701
2019/05/02,10:45:00,10969,10979,10963,10973,5248
2019/05/02,11:00:00,10972,10978,10968,10977,3026
2019/05/02,11:15:00,10977,10984,10972,10981,2840
2019/05/02,11:30:00,10982,10985,10978,10983,1903
2019/05/02,11:45:00,10983,10984,10973,10982,2240
2019/05/02,12:00:00,10981,10985,10976,10978,1825
2019/05/02,12:15:00,10978,10979,10972,10977,1710
2019/05/02,12:30:00,10977,10983,10975,10978,1987
2019/05/02,12:45:00,10978,10984,10976,10980,1373
2019/05/02,13:00:00,10981,10989,10980,10985,2326
2019/05/02,13:15:00,10985,10985,10978,10979,2021
2019/05/02,13:30:00,10979,10981,10969,10975,3833
2019/05/02,13:45:00,10975,10981,10973,10978,3704
