Date,Time,Open,High,Low,Close,Volume
2019/06/03,09:00:00,10431,10437,10422,10429,6798
2019/06/03,09:15:00,10429,10434,10366,10368,20988
2019/06/03,09:30:00,10369,10399,10367,10398,11053
2019/06/03,09:45:00,10397,10428,10389,10427,11063
2019/06/03,10:00:00,10427,10442,10422,10428,11879
2019/06/03,10:15:00,10428,10440,10418,10425,6363
2019/06/03,10:30:00,10425,10432,10413,10415,5490
2019/06/03,10:45:00,10416,10425,10411,10425,3794
2019/06/03,11:00:00,10424,10436,10419,10433,4205
2019/06/03,11:15:00,10433,10441,10427,10435,4148
2019/06/03,11:30:00,10435,10454,10432,10450,5849
2019/06/03,11:45:00,10450,10465,10446,10456,5163
2019/06/03,12:00:00,10455,10459,10449,10451,2814
2019/06/03,12:15:00,10450,10453,10446,10446,1750
2019/06/03,12:30:00,10447,10452,10445,10446,1462
2019/06/03,12:45:00,10446,10446,10438,10442,2200
2019/06/03,13:00:00,10441,10449,10437,10437,2044
2019/06/03,13:15:00,10438,10466,10438,10464,6093
2019/06/03,13:30:00,10465,10475,10461,10462,7107
2019/06/03,13:45:00,10463,10477,10451,10471,8750
