Date,Time,Open,High,Low,Close,Volume
2019/10/31,08:50:00,11371,11373,11364,11366,2865
2019/10/31,08:55:00,11366,11372,11366,11371,1120
2019/10/31,09:00:00,11371,11374,11367,11372,1065
2019/10/31,09:05:00,11373,11374,11363,11368,3325
2019/10/31,09:10:00,11368,11375,11364,11372,2278
2019/10/31,09:15:00,11371,11378,11370,11377,2548
2019/10/31,09:20:00,11377,11379,11361,11365,2702
2019/10/31,09:25:00,11364,11366,11361,11364,1488
2019/10/31,09:30:00,11364,11374,11361,11372,1781
2019/10/31,09:35:00,11372,11384,11366,11381,3971
2019/10/31,09:40:00,11382,11387,11380,11384,1884
2019/10/31,09:45:00,11383,11390,11380,11389,1715
2019/10/31,09:50:00,11389,11396,11387,11394,2902
2019/10/31,09:55:00,11394,11396,11388,11390,1832
2019/10/31,10:00:00,11390,11391,11375,11379,2529
2019/10/31,10:05:00,11379,11384,11378,11382,1125
2019/10/31,10:10:00,11382,11382,11365,11369,3095
2019/10/31,10:15:00,11368,11378,11368,11372,1599
2019/10/31,10:20:00,11372,11373,11368,11371,1387
2019/10/31,10:25:00,11371,11378,11370,11375,784
2019/10/31,10:30:00,11376,11377,11373,11376,524
2019/10/31,10:35:00,11376,11377,11370,11376,626
2019/10/31,10:40:00,11376,11377,11370,11372,620
2019/10/31,10:45:00,11372,11372,11366,11366,894
2019/10/31,10:50:00,11366,11367,11356,11363,2726
2019/10/31,10:55:00,11364,11366,11359,11366,912
2019/10/31,11:00:00,11366,11371,11364,11367,1082
2019/10/31,11:05:00,11368,11372,11367,11372,505
2019/10/31,11:10:00,11372,11374,11369,11371,602
2019/10/31,11:15:00,11372,11376,11371,11373,692
2019/10/31,11:20:00,11374,11379,11373,11377,840
2019/10/31,11:25:00,11377,11378,11373,11375,615
2019/10/31,11:30:00,11375,11377,11375,11376,210
2019/10/31,11:35:00,11376,11376,11367,11370,1112
2019/10/31,11:40:00,11369,11371,11366,11366,536
2019/10/31,11:45:00,11366,11370,11365,11370,498
2019/10/31,11:50:00,11369,11372,11368,11372,239
2019/10/31,11:55:00,11372,11372,11368,11368,198
2019/10/31,12:00:00,11368,11370,11365,11365,413
2019/10/31,12:05:00,11365,11371,11365,11369,306
2019/10/31,12:10:00,11370,11371,11368,11371,199
2019/10/31,12:15:00,11371,11372,11369,11369,205
2019/10/31,12:20:00,11370,11372,11369,11370,150
2019/10/31,12:25:00,11369,11371,11369,11370,200
2019/10/31,12:30:00,11369,11371,11366,11367,384
2019/10/31,12:35:00,11366,11367,11362,11364,797
2019/10/31,12:40:00,11365,11365,11360,11363,768
2019/10/31,12:45:00,11363,11363,11360,11360,371
2019/10/31,12:50:00,11360,11365,11360,11363,504
2019/10/31,12:55:00,11363,11368,11363,11366,522
2019/10/31,13:00:00,11366,11367,11365,11365,423
2019/10/31,13:05:00,11366,11367,11361,11362,566
2019/10/31,13:10:00,11362,11367,11350,11351,2500
2019/10/31,13:15:00,11351,11358,11348,11352,1739
2019/10/31,13:20:00,11353,11358,11352,11352,804
2019/10/31,13:25:00,11352,11356,11351,11352,811
2019/10/31,13:30:00,11352,11357,11341,11341,3024
2019/10/31,13:35:00,11342,11347,11341,11344,1834
2019/10/31,13:40:00,11343,11345,11342,11344,885
2019/10/31,13:45:00,11344,11346,11343,11346,1540
