Date,Time,Open,High,Low,Close,Volume
2008/03/13,08:46:00,10017,10021,10012,10016,483
2008/03/13,08:47:00,10016,10041,10014,10031,346
2008/03/13,08:48:00,10026,10031,10018,10021,218
2008/03/13,08:49:00,10018,10021,10016,10021,204
2008/03/13,08:50:00,10021,10021,10018,10021,137
2008/03/13,08:51:00,10022,10030,10017,10018,199
2008/03/13,08:52:00,10017,10020,10013,10018,287
2008/03/13,08:53:00,10018,10018,10009,10015,256
2008/03/13,08:54:00,10015,10018,10013,10014,79
2008/03/13,08:55:00,10014,10016,10009,10011,128
2008/03/13,08:56:00,10009,10016,10009,10011,155
2008/03/13,08:57:00,10013,10013,10003,10006,287
2008/03/13,08:58:00,10008,10008,10001,10001,188
2008/03/13,08:59:00,10002,10008,10002,10004,206
2008/03/13,09:00:00,10003,10004,9998,10003,148
2008/03/13,09:01:00,10002,10010,10001,10009,152
2008/03/13,09:02:00,10006,10019,10006,10019,158
2008/03/13,09:03:00,10019,10019,10012,10018,180
2008/03/13,09:04:00,10017,10026,10017,10026,262
2008/03/13,09:05:00,10025,10035,10025,10033,267
2008/03/13,09:06:00,10031,10036,10026,10028,298
2008/03/13,09:07:00,10027,10032,10023,10030,213
2008/03/13,09:08:00,10028,10031,10026,10026,184
2008/03/13,09:09:00,10026,10029,10026,10029,102
2008/03/13,09:10:00,10028,10029,10016,10017,504
2008/03/13,09:11:00,10015,10019,10003,10003,240
2008/03/13,09:12:00,10002,10011,10000,10011,237
2008/03/13,09:13:00,10011,10014,10003,10003,156
2008/03/13,09:14:00,10002,10006,9985,9985,603
2008/03/13,09:15:00,9985,9996,9984,9996,373
2008/03/13,09:16:00,9994,10001,9993,9997,227
2008/03/13,09:17:00,9997,10001,9993,9996,174
2008/03/13,09:18:00,9993,9995,9983,9991,349
2008/03/13,09:19:00,9991,9999,9989,9999,156
2008/03/13,09:20:00,10000,10008,9998,9998,212
2008/03/13,09:21:00,9998,10010,9998,10010,200
2008/03/13,09:22:00,10009,10014,10005,10011,251
2008/03/13,09:23:00,10011,10014,10006,10009,217
2008/03/13,09:24:00,10009,10011,10006,10009,96
2008/03/13,09:25:00,10011,10011,9994,9999,214
2008/03/13,09:26:00,9999,10000,9992,9998,173
2008/03/13,09:27:00,9996,10004,9996,10003,116
2008/03/13,09:28:00,10003,10004,9997,9999,113
2008/03/13,09:29:00,9997,10004,9997,10002,92
2008/03/13,09:30:00,9999,10002,9987,9990,440
2008/03/13,09:31:00,9988,9990,9972,9985,651
2008/03/13,09:32:00,9977,9984,9963,9969,419
2008/03/13,09:33:00,9967,9976,9966,9973,370
2008/03/13,09:34:00,9973,9980,9966,9980,289
2008/03/13,09:35:00,9976,9980,9972,9972,140
2008/03/13,09:36:00,9972,9983,9972,9977,219
2008/03/13,09:37:00,9979,9980,9975,9979,80
2008/03/13,09:38:00,9979,9979,9965,9972,351
2008/03/13,09:39:00,9971,9977,9970,9972,177
2008/03/13,09:40:00,9973,9975,9962,9973,266
2008/03/13,09:41:00,9973,9975,9971,9973,104
2008/03/13,09:42:00,9972,9976,9966,9975,236
2008/03/13,09:43:00,9975,9980,9972,9975,210
2008/03/13,09:44:00,9975,9976,9968,9971,163
2008/03/13,09:45:00,9971,9977,9969,9975,192
2008/03/13,09:46:00,9974,9975,9956,9966,677
2008/03/13,09:47:00,9963,9970,9961,9966,241
2008/03/13,09:48:00,9964,9971,9963,9971,128
2008/03/13,09:49:00,9967,9969,9953,9958,420
2008/03/13,09:50:00,9959,9961,9946,9952,554
2008/03/13,09:51:00,9951,9956,9942,9951,431
2008/03/13,09:52:00,9951,9953,9946,9952,233
2008/03/13,09:53:00,9951,9954,9936,9946,658
2008/03/13,09:54:00,9942,9949,9936,9939,206
2008/03/13,09:55:00,9938,9946,9933,9934,400
2008/03/13,09:56:00,9934,9951,9934,9946,271
2008/03/13,09:57:00,9944,9946,9941,9945,154
2008/03/13,09:58:00,9945,9954,9941,9948,305
2008/03/13,09:59:00,9944,9949,9941,9941,187
2008/03/13,10:00:00,9941,9947,9939,9947,165
2008/03/13,10:01:00,9946,9953,9942,9952,204
2008/03/13,10:02:00,9952,9952,9946,9949,103
2008/03/13,10:03:00,9948,9960,9948,9958,264
2008/03/13,10:04:00,9957,9957,9951,9952,128
2008/03/13,10:05:00,9953,9954,9951,9954,57
2008/03/13,10:06:00,9951,9952,9946,9951,200
2008/03/13,10:07:00,9952,9954,9946,9947,160
2008/03/13,10:08:00,9947,9951,9947,9951,104
2008/03/13,10:09:00,9950,9953,9944,9945,178
2008/03/13,10:10:00,9944,9945,9938,9945,165
2008/03/13,10:11:00,9942,9954,9942,9954,145
2008/03/13,10:12:00,9953,9969,9953,9964,395
2008/03/13,10:13:00,9962,9968,9962,9964,132
2008/03/13,10:14:00,9965,9965,9958,9963,132
2008/03/13,10:15:00,9962,9977,9962,9974,362
2008/03/13,10:16:00,9974,9975,9967,9971,187
2008/03/13,10:17:00,9971,9975,9969,9971,174
2008/03/13,10:18:00,9971,9972,9968,9969,87
2008/03/13,10:19:00,9969,9970,9966,9966,105
2008/03/13,10:20:00,9966,9971,9966,9970,106
2008/03/13,10:21:00,9969,9971,9963,9965,166
2008/03/13,10:22:00,9966,9966,9957,9959,235
2008/03/13,10:23:00,9960,9962,9958,9960,146
2008/03/13,10:24:00,9958,9959,9947,9949,243
2008/03/13,10:25:00,9951,9955,9949,9953,88
2008/03/13,10:26:00,9953,9959,9953,9959,75
2008/03/13,10:27:00,9957,9963,9957,9958,133
2008/03/13,10:28:00,9961,9964,9959,9961,34
2008/03/13,10:29:00,9961,9965,9959,9961,75
2008/03/13,10:30:00,9961,9963,9959,9962,44
2008/03/13,10:31:00,9962,9970,9959,9965,163
2008/03/13,10:32:00,9967,9968,9964,9968,54
2008/03/13,10:33:00,9967,9969,9957,9960,141
2008/03/13,10:34:00,9959,9961,9948,9950,172
2008/03/13,10:35:00,9950,9952,9946,9946,126
2008/03/13,10:36:00,9946,9948,9939,9945,267
2008/03/13,10:37:00,9945,9951,9944,9951,84
2008/03/13,10:38:00,9949,9964,9949,9964,102
2008/03/13,10:39:00,9961,9965,9958,9958,90
2008/03/13,10:40:00,9958,9963,9955,9957,74
2008/03/13,10:41:00,9956,9965,9956,9964,173
2008/03/13,10:42:00,9963,9972,9962,9971,290
2008/03/13,10:43:00,9970,9973,9966,9968,136
2008/03/13,10:44:00,9968,9969,9964,9967,89
2008/03/13,10:45:00,9968,9985,9967,9985,392
2008/03/13,10:46:00,9981,9984,9977,9978,324
2008/03/13,10:47:00,9978,9979,9972,9974,147
2008/03/13,10:48:00,9973,9976,9972,9973,110
2008/03/13,10:49:00,9972,9980,9972,9978,158
2008/03/13,10:50:00,9977,9978,9969,9970,183
2008/03/13,10:51:00,9969,9973,9968,9970,117
2008/03/13,10:52:00,9970,9976,9966,9966,183
2008/03/13,10:53:00,9966,9975,9966,9975,68
2008/03/13,10:54:00,9971,9975,9969,9974,54
2008/03/13,10:55:00,9973,9976,9968,9968,120
2008/03/13,10:56:00,9968,9977,9967,9977,83
2008/03/13,10:57:00,9976,9982,9976,9977,140
2008/03/13,10:58:00,9977,9977,9969,9971,145
2008/03/13,10:59:00,9973,9980,9972,9980,140
2008/03/13,11:00:00,9980,9982,9973,9977,107
2008/03/13,11:01:00,9976,9981,9973,9980,105
2008/03/13,11:02:00,9980,9981,9971,9972,205
2008/03/13,11:03:00,9970,9975,9966,9971,220
2008/03/13,11:04:00,9971,9975,9966,9967,176
2008/03/13,11:05:00,9967,9969,9962,9962,150
2008/03/13,11:06:00,9962,9967,9960,9964,136
2008/03/13,11:07:00,9963,9970,9961,9964,87
2008/03/13,11:08:00,9961,9966,9955,9964,224
2008/03/13,11:09:00,9961,9963,9951,9953,209
2008/03/13,11:10:00,9953,9959,9953,9958,117
2008/03/13,11:11:00,9959,9963,9952,9957,144
2008/03/13,11:12:00,9957,9961,9949,9949,112
2008/03/13,11:13:00,9950,9957,9949,9954,118
2008/03/13,11:14:00,9954,9954,9944,9948,234
2008/03/13,11:15:00,9946,9953,9946,9947,89
2008/03/13,11:16:00,9946,9950,9943,9950,245
2008/03/13,11:17:00,9950,9951,9944,9948,111
2008/03/13,11:18:00,9946,9951,9946,9951,70
2008/03/13,11:19:00,9952,9955,9949,9949,96
2008/03/13,11:20:00,9950,9951,9936,9938,534
2008/03/13,11:21:00,9938,9940,9936,9938,254
2008/03/13,11:22:00,9936,9943,9923,9927,581
2008/03/13,11:23:00,9924,9931,9918,9919,537
2008/03/13,11:24:00,9917,9925,9916,9921,426
2008/03/13,11:25:00,9922,9930,9921,9930,212
2008/03/13,11:26:00,9930,9930,9926,9927,167
2008/03/13,11:27:00,9925,9928,9919,9926,309
2008/03/13,11:28:00,9926,9928,9919,9923,167
