Date,Time,Open,High,Low,Close,Volume
2020/02/13,08:50:00,11798,11801,11772,11795,6670
2020/02/13,08:55:00,11795,11805,11787,11788,2383
2020/02/13,09:00:00,11788,11796,11784,11796,2099
2020/02/13,09:05:00,11795,11826,11790,11824,6733
2020/02/13,09:10:00,11824,11835,11817,11834,3806
2020/02/13,09:15:00,11835,11837,11823,11826,3462
2020/02/13,09:20:00,11824,11828,11808,11813,4463
2020/02/13,09:25:00,11812,11820,11806,11818,2487
2020/02/13,09:30:00,11819,11829,11811,11811,2719
2020/02/13,09:35:00,11812,11815,11777,11782,6298
2020/02/13,09:40:00,11783,11795,11782,11789,3440
2020/02/13,09:45:00,11788,11810,11787,11810,3080
2020/02/13,09:50:00,11809,11821,11806,11818,2931
2020/02/13,09:55:00,11818,11821,11808,11818,1698
2020/02/13,10:00:00,11817,11822,11801,11805,2054
2020/02/13,10:05:00,11806,11812,11786,11794,2908
2020/02/13,10:10:00,11794,11811,11794,11809,1724
2020/02/13,10:15:00,11810,11813,11804,11805,942
2020/02/13,10:20:00,11804,11817,11801,11810,1664
2020/02/13,10:25:00,11809,11815,11806,11811,745
2020/02/13,10:30:00,11811,11817,11806,11808,982
2020/02/13,10:35:00,11808,11816,11801,11814,1324
2020/02/13,10:40:00,11814,11819,11812,11816,1136
2020/02/13,10:45:00,11816,11819,11810,11814,861
2020/02/13,10:50:00,11815,11827,11813,11826,1929
2020/02/13,10:55:00,11825,11827,11821,11824,1287
2020/02/13,11:00:00,11825,11829,11823,11825,1019
2020/02/13,11:05:00,11824,11826,11814,11824,1315
2020/02/13,11:10:00,11824,11826,11821,11822,464
2020/02/13,11:15:00,11822,11822,11816,11822,697
2020/02/13,11:20:00,11821,11827,11821,11825,585
2020/02/13,11:25:00,11825,11825,11817,11817,475
2020/02/13,11:30:00,11818,11818,11806,11806,1525
2020/02/13,11:35:00,11806,11810,11805,11810,884
2020/02/13,11:40:00,11810,11810,11805,11809,541
2020/02/13,11:45:00,11809,11810,11805,11805,467
2020/02/13,11:50:00,11805,11809,11798,11800,1300
2020/02/13,11:55:00,11800,11808,11798,11803,694
2020/02/13,12:00:00,11803,11805,11795,11800,990
2020/02/13,12:05:00,11800,11803,11796,11802,457
2020/02/13,12:10:00,11803,11805,11800,11804,466
2020/02/13,12:15:00,11804,11804,11800,11801,332
2020/02/13,12:20:00,11802,11805,11792,11794,701
2020/02/13,12:25:00,11793,11796,11790,11790,1005
2020/02/13,12:30:00,11790,11790,11775,11777,2832
2020/02/13,12:35:00,11776,11790,11774,11789,1802
2020/02/13,12:40:00,11789,11791,11785,11787,953
2020/02/13,12:45:00,11787,11788,11781,11784,558
2020/02/13,12:50:00,11784,11785,11768,11772,2604
2020/02/13,12:55:00,11771,11776,11762,11776,2255
2020/02/13,13:00:00,11776,11778,11765,11769,1310
2020/02/13,13:05:00,11770,11776,11766,11774,1399
2020/02/13,13:10:00,11776,11776,11768,11769,784
2020/02/13,13:15:00,11769,11781,11769,11779,1267
2020/02/13,13:20:00,11779,11784,11776,11780,1040
2020/02/13,13:25:00,11781,11782,11772,11774,997
2020/02/13,13:30:00,11774,11781,11773,11773,1477
2020/02/13,13:35:00,11774,11777,11767,11773,1708
2020/02/13,13:40:00,11773,11776,11770,11772,1346
2020/02/13,13:45:00,11773,11778,11772,11774,1628
