Date,Time,Open,High,Low,Close,Volume
2010/09/28,08:46:00,11576,11578,11567,11574,1041
2010/09/28,08:47:00,11575,11575,11571,11572,303
2010/09/28,08:48:00,11571,11573,11570,11570,258
2010/09/28,08:49:00,11571,11572,11570,11571,145
2010/09/28,08:50:00,11571,11575,11570,11574,319
2010/09/28,08:51:00,11574,11578,11572,11573,318
2010/09/28,08:52:00,11573,11575,11572,11575,175
2010/09/28,08:53:00,11574,11581,11573,11576,238
2010/09/28,08:54:00,11575,11577,11574,11577,243
2010/09/28,08:55:00,11576,11576,11573,11573,150
2010/09/28,08:56:00,11573,11576,11573,11576,165
2010/09/28,08:57:00,11576,11576,11574,11576,65
2010/09/28,08:58:00,11576,11576,11574,11575,105
2010/09/28,08:59:00,11574,11576,11574,11575,74
2010/09/28,09:00:00,11575,11576,11574,11575,100
2010/09/28,09:01:00,11575,11588,11575,11581,953
2010/09/28,09:02:00,11581,11588,11581,11583,434
2010/09/28,09:03:00,11584,11586,11581,11583,295
2010/09/28,09:04:00,11583,11584,11577,11580,405
2010/09/28,09:05:00,11580,11581,11579,11579,98
2010/09/28,09:06:00,11580,11584,11578,11581,270
2010/09/28,09:07:00,11580,11584,11580,11583,174
2010/09/28,09:08:00,11583,11584,11577,11580,249
2010/09/28,09:09:00,11581,11582,11580,11582,113
2010/09/28,09:10:00,11582,11587,11581,11582,467
2010/09/28,09:11:00,11583,11585,11580,11582,235
2010/09/28,09:12:00,11581,11581,11574,11574,496
2010/09/28,09:13:00,11575,11581,11574,11580,161
2010/09/28,09:14:00,11580,11581,11579,11580,68
2010/09/28,09:15:00,11580,11581,11577,11578,154
2010/09/28,09:16:00,11577,11579,11572,11576,566
2010/09/28,09:17:00,11575,11576,11572,11573,224
2010/09/28,09:18:00,11573,11576,11572,11572,218
2010/09/28,09:19:00,11572,11573,11568,11569,608
2010/09/28,09:20:00,11569,11569,11565,11568,662
2010/09/28,09:21:00,11567,11569,11564,11567,529
2010/09/28,09:22:00,11566,11572,11566,11570,429
2010/09/28,09:23:00,11570,11572,11568,11570,201
2010/09/28,09:24:00,11570,11573,11570,11570,209
2010/09/28,09:25:00,11570,11576,11570,11576,313
2010/09/28,09:26:00,11575,11576,11571,11573,319
2010/09/28,09:27:00,11573,11575,11573,11575,110
2010/09/28,09:28:00,11574,11575,11572,11572,153
2010/09/28,09:29:00,11573,11575,11572,11573,199
2010/09/28,09:30:00,11573,11574,11572,11573,70
2010/09/28,09:31:00,11573,11574,11572,11574,158
2010/09/28,09:32:00,11574,11578,11573,11576,357
2010/09/28,09:33:00,11576,11576,11573,11574,143
2010/09/28,09:34:00,11574,11578,11574,11577,229
2010/09/28,09:35:00,11576,11577,11575,11576,72
2010/09/28,09:36:00,11576,11576,11574,11574,108
2010/09/28,09:37:00,11574,11575,11572,11575,221
2010/09/28,09:38:00,11574,11576,11574,11575,105
2010/09/28,09:39:00,11575,11575,11573,11574,68
2010/09/28,09:40:00,11573,11575,11573,11573,42
2010/09/28,09:41:00,11574,11574,11573,11574,90
2010/09/28,09:42:00,11575,11577,11573,11573,232
2010/09/28,09:43:00,11574,11575,11572,11572,139
2010/09/28,09:44:00,11572,11574,11570,11570,290
2010/09/28,09:45:00,11570,11571,11567,11568,281
2010/09/28,09:46:00,11569,11574,11566,11571,407
2010/09/28,09:47:00,11571,11576,11570,11575,204
2010/09/28,09:48:00,11575,11575,11573,11574,80
2010/09/28,09:49:00,11573,11576,11572,11575,198
2010/09/28,09:50:00,11575,11576,11573,11575,174
2010/09/28,09:51:00,11575,11579,11574,11578,368
2010/09/28,09:52:00,11578,11579,11576,11579,207
2010/09/28,09:53:00,11578,11582,11578,11581,587
2010/09/28,09:54:00,11581,11584,11579,11580,565
2010/09/28,09:55:00,11580,11583,11579,11582,345
2010/09/28,09:56:00,11582,11583,11580,11581,202
2010/09/28,09:57:00,11581,11582,11580,11581,141
2010/09/28,09:58:00,11582,11583,11580,11581,166
2010/09/28,09:59:00,11582,11583,11581,11582,72
2010/09/28,10:00:00,11583,11592,11582,11588,1391
2010/09/28,10:01:00,11586,11590,11586,11590,555
2010/09/28,10:02:00,11589,11598,11589,11597,1226
2010/09/28,10:03:00,11596,11600,11594,11594,1002
2010/09/28,10:04:00,11596,11597,11591,11593,472
2010/09/28,10:05:00,11593,11596,11593,11594,254
2010/09/28,10:06:00,11593,11596,11590,11591,485
2010/09/28,10:07:00,11591,11592,11589,11591,328
2010/09/28,10:08:00,11591,11592,11590,11591,111
2010/09/28,10:09:00,11591,11593,11591,11593,244
2010/09/28,10:10:00,11593,11594,11591,11591,248
2010/09/28,10:11:00,11591,11592,11588,11588,310
2010/09/28,10:12:00,11588,11590,11587,11588,257
2010/09/28,10:13:00,11588,11590,11587,11590,170
2010/09/28,10:14:00,11590,11590,11588,11588,77
2010/09/28,10:15:00,11589,11591,11589,11591,199
2010/09/28,10:16:00,11591,11594,11590,11592,288
2010/09/28,10:17:00,11591,11593,11590,11590,100
2010/09/28,10:18:00,11590,11591,11588,11589,259
2010/09/28,10:19:00,11590,11591,11589,11589,62
2010/09/28,10:20:00,11591,11596,11589,11593,390
2010/09/28,10:21:00,11592,11594,11592,11594,137
2010/09/28,10:22:00,11593,11594,11590,11591,170
2010/09/28,10:23:00,11592,11593,11590,11590,118
2010/09/28,10:24:00,11590,11590,11589,11590,96
2010/09/28,10:25:00,11589,11591,11588,11588,84
2010/09/28,10:26:00,11588,11590,11588,11588,115
2010/09/28,10:27:00,11589,11590,11587,11587,180
